Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,2,2,50.0%,5-4,55.6%,39-37,51.3%,0-0,-,4,65.8%,36.8%,1.6%,6.3%,63.4%,64.6%,45.2%,57.5%,44.4%,51.1%,1.04,R16 (2x)
2025,58,35,23,60.3%,75-52,59.1%,638-535,54.4%,6-6,50.0%,55,65.7%,45.7%,2.3%,7.1%,60.9%,64.6%,46.2%,57.4%,48.3%,52.7%,1.13,F (W35 Helsinki)
2024,33,20,13,60.6%,47-34,58.0%,399-361,52.5%,5-2,71.4%,1,60.0%,18.2%,1.5%,4.4%,48.5%,63.6%,42.9%,52.9%,40.5%,46.5%,0.86,W (2x)
2023,48,24,24,50.0%,57-57,50.0%,517-510,50.3%,4-2,66.7%,1,60.0%,20.0%,4.4%,2.9%,70.6%,54.2%,50.0%,52.9%,33.3%,44.0%,0.71,SF (3x)
2022,47,25,22,53.2%,56-56,50.0%,516-532,49.2%,4-3,57.1%,1,37.5%,12.5%,0.0%,4.2%,64.6%,48.4%,41.2%,45.8%,34.0%,39.8%,0.63,W (W60 Glasgow)
2021,61,40,21,65.6%,82-55,59.9%,679-578,54.0%,6-7,46.2%,0,,,,,,,,,,,,W (2x)
2020,22,14,8,63.6%,31-20,60.8%,246-218,53.0%,4-2,66.7%,0,,,,,,,,,,,,W (W25 Yokohama)
2019,38,21,17,55.3%,40-40,50.0%,382-346,52.5%,1-5,16.7%,0,,,,,,,,,,,,W (W15 Monastir)
2018,9,6,3,66.7%,12-8,60.0%,97-82,54.2%,0-0,-,0,,,,,,,,,,,,SF (2x)
2017,4,2,2,50.0%,5-4,55.6%,45-42,51.7%,0-0,-,0,,,,,,,,,,,,QF (Guimaraes $15K)
2016,6,2,4,33.3%,6-9,40.0%,72-81,47.1%,2-1,66.7%,0,,,,,,,,,,,,QF (Valladolid $10K)
2015,5,2,3,40.0%,5-7,41.7%,54-58,48.2%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2014,18,9,9,50.0%,21-20,51.2%,185-190,49.3%,1-1,50.0%,0,,,,,,,,,,,,F (Sharm El Sheikh 10K)
2013,12,5,7,41.7%,11-16,40.7%,115-126,47.7%,0-3,0.0%,0,,,,,,,,,,,,QF (Sharm El Sheikh 10K)
Career,365,207,158,56.7%,453-382,54.3%,3984-3696,51.9%,33-32,50.8%,62,65.1%,43.8%,2.2%,6.9%,61.1%,64.1%,46.1%,57.1%,47.5%,52.2%,1.11,
