Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 W50 Nottingham R16,W vs Gillan,1.00,1.70,44.5,2.8,8.3%,75.0%,9.1%,63.6%,48.4%,55.2%
2024 Wimbledon R64,L vs Kasatkina,0.70,0.21,25.8,2.0,0.0%,30.0%,0.0%,31.6%,23.5%,18.8%
2024 Wimbledon R128,W vs Korpatsch,1.31,3.48,31.0,2.0,0.0%,84.2%,0.0%,75.0%,44.0%,62.5%
2023 US Open R64,L vs Bencic,0.86,0.54,37.9,2.0,0.0%,58.8%,6.1%,45.5%,29.6%,30.4%
2023 W100 Figueira De Foz QF,L vs Jorge,0.92,0.45,45.1,2.0,3.4%,62.1%,0.0%,50.0%,23.1%,19.0%
2022 Nottingham R32,W vs Frech,1.21,1.21,60.4,2.6,0.0%,52.2%,0.0%,65.1%,33.3%,50.0%
2021 W25 Vigo F,L vs Gadecki,1.00,0.74,58.2,2.1,5.7%,48.6%,3.1%,50.0%,41.7%,33.3%
2019 W25 Madrid R32,W vs Pellicano,1.35,1.32,55.5,5.3,-,51.2%,-,41.5%,45.0%,61.8%
2019 W15 Cancun R16,L vs Villarreal,0.99,0.85,73.1,4.7,0.0%,44.2%,2.6%,48.7%,40.0%,52.5%
2019 W15 Cancun R32,W vs Boualem,1.11,1.61,44.3,2.2,3.4%,58.6%,7.4%,77.8%,46.7%,46.4%
2019 W25 Jackson MS R32,L vs Sanesi,1.04,0.55,38.1,2.2,-,46.7%,-,37.5%,24.0%,37.5%
2017 Chiswick $25K R32,L vs Grey,0.84,0.66,41.6,2.2,0.0%,50.0%,0.0%,46.2%,48.6%,33.3%
2017 Guimaraes $15K QF,L vs Koehler,1.00,0.87,75.0,19.1,1.9%,53.7%,0.0%,61.5%,35.4%,38.5%
2017 Guimaraes $15K R16,W vs Gravouil,1.14,1.33,56.4,3.5,3.1%,50.0%,3.2%,71.0%,54.1%,38.2%
2017 Guimaraes $15K R32,W vs Franze,0.97,1.46,54.1,3.1,0.0%,73.3%,3.7%,51.9%,65.5%,44.4%
2016 Valladolid $10K QF,L vs Murta,0.90,0.73,55.1,3.0,0.0%,50.0%,3.6%,53.6%,42.4%,35.7%
2016 Amarante $10K R32,L vs Eklund,0.83,0.78,53.0,5.0,0.0%,60.0%,0.0%,59.5%,44.4%,30.0%
2015 Chiswick $10K R16,L vs Parish,0.86,0.77,53.3,3.3,0.0%,47.2%,0.0%,42.9%,43.6%,55.3%
2014 Valladolid 10K R32,W vs Nagymihaly,1.19,1.26,61.9,3.3,2.9%,48.6%,3.1%,50.0%,51.2%,57.1%
2014 Sharm El Sheikh 10K F,L vs Saitova,0.89,0.74,50.6,2.2,0.0%,41.2%,6.1%,54.5%,43.2%,44.2%
2025 (1 matches),,1.00,1.70,44.5,2.8,8.3%,75.0%,9.1%,63.6%,48.4%,55.2%
2024 (2 matches),,1.04,0.91,28.6,2.0,0.0%,56.4%,0.0%,51.4%,35.7%,45.0%
2023 (2 matches),,0.89,0.50,41.3,2.0,1.6%,60.3%,3.3%,47.5%,26.4%,25.0%
2022 (1 matches),,1.21,1.21,60.4,2.6,0.0%,52.2%,0.0%,65.1%,33.3%,50.0%
2021 (1 matches),,1.00,0.74,58.2,2.1,5.7%,48.6%,3.1%,50.0%,41.7%,33.3%
Career (29 matches),,1.02,0.98,54.6,2.8,1.3%,52.8%,2.1%,55.0%,43.4%,45.4%
