Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,48,35,13,72.9%,76-31,71.0%,557-394,58.6%,8-1,88.9%,43,73.2%,44.2%,5.9%,5.3%,60.5%,69.7%,48.2%,61.2%,47.8%,54.4%,1.23
Clay,15,11,4,73.3%,24-12,66.7%,177-138,56.2%,0-2,0.0%,15,72.3%,40.3%,3.8%,4.8%,58.0%,66.3%,48.4%,58.8%,45.2%,52.2%,1.10
Grass,11,10,1,90.9%,20-3,87.0%,137-70,66.2%,1-0,100.0%,11,88.5%,43.1%,7.6%,4.3%,63.2%,76.7%,53.0%,68.0%,46.8%,57.3%,1.46
Grand Slams,23,20,3,87.0%,41-10,80.4%,283-166,63.0%,2-1,66.7%,23,79.7%,46.1%,4.7%,4.7%,59.6%,71.9%,50.1%,63.1%,47.4%,55.2%,1.28
Premiers,10,8,2,80.0%,17-5,77.3%,120-81,59.7%,2-0,100.0%,10,77.0%,41.4%,6.4%,5.8%,58.4%,70.7%,50.2%,62.1%,46.9%,54.6%,1.24
Internationals,5,3,2,60.0%,7-5,58.3%,54-47,53.5%,0-0,-,0,,,,,,,,,,,
Finals,5,3,2,60.0%,7-5,58.3%,58-54,51.8%,1-0,100.0%,4,75.0%,34.9%,7.9%,7.2%,58.9%,68.0%,50.8%,61.0%,43.0%,52.3%,1.10
Semi-finals,7,4,3,57.1%,9-6,60.0%,69-57,54.8%,0-1,0.0%,6,70.4%,47.2%,5.3%,4.6%,67.2%,69.1%,39.6%,59.4%,47.1%,53.3%,1.16
Quarter-finals,14,7,7,50.0%,17-15,53.1%,148-142,51.0%,1-0,100.0%,13,64.7%,33.1%,4.8%,5.7%,56.6%,64.7%,44.8%,56.0%,42.3%,49.3%,0.96
vs Righties,70,53,17,75.7%,114-42,73.1%,817-560,59.3%,8-2,80.0%,65,76.2%,42.7%,5.7%,4.9%,60.6%,70.4%,49.2%,62.1%,46.9%,54.4%,1.24
vs Lefties,4,3,1,75.0%,6-4,60.0%,54-42,56.3%,1-1,50.0%,4,63.8%,48.9%,5.2%,6.2%,57.2%,64.5%,44.6%,56.0%,49.8%,53.0%,1.13
vs Top 10,15,5,10,33.3%,14-21,40.0%,139-175,44.3%,1-1,50.0%,14,64.2%,25.3%,5.7%,5.1%,61.0%,65.8%,42.9%,56.8%,39.1%,48.1%,0.91
