Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R64,L vs Linette,29.6%,43.2%,59.3%,33.3%,49.0%,58.8%,60.0%,50.0%,25.0%,25.9%,37.0%,60.0%,0.0%,50.0%,-,17
2026 Indian Wells QF,L vs Svitolina,21.8%,32.2%,48.3%,24.1%,35.2%,51.2%,33.3%,45.5%,50.0%,24.0%,36.0%,42.1%,0.0%,45.5%,100.0%,90
2026 Indian Wells R16,W vs Muchova,18.6%,27.1%,34.0%,18.4%,28.9%,45.2%,33.3%,56.5%,60.0%,20.0%,25.0%,12.5%,0.0%,55.6%,100.0%,-46
2026 Indian Wells R32,W vs Sakkari,36.7%,46.7%,43.2%,36.6%,48.8%,42.3%,41.2%,54.2%,60.0%,38.9%,44.4%,45.5%,0.0%,37.5%,100.0%,-40
2026 Indian Wells R64,W vs Day,21.4%,32.9%,60.4%,31.4%,48.6%,70.8%,35.3%,44.4%,50.0%,14.3%,21.4%,50.0%,23.1%,53.3%,100.0%,13
2026 Doha QF,L vs Sakkari,26.5%,33.7%,45.0%,36.5%,44.2%,48.5%,34.6%,53.8%,25.0%,10.0%,16.7%,40.7%,18.8%,78.6%,100.0%,-65
2026 Doha R16,W vs Kasatkina,25.0%,32.6%,46.2%,31.7%,41.7%,46.3%,61.3%,55.2%,60.0%,14.3%,17.9%,45.8%,0.0%,73.7%,75.0%,25
2026 Doha R32,W vs Tjen,32.5%,55.0%,68.0%,34.8%,52.2%,60.0%,60.0%,61.5%,0.0%,33.3%,66.7%,80.0%,25.0%,71.4%,100.0%,38
2026 Australian Open QF,L vs Rybakina,25.5%,30.9%,35.0%,30.0%,33.3%,42.9%,38.5%,23.5%,25.0%,20.8%,29.2%,26.3%,25.0%,8.3%,0.0%,-56
2026 Australian Open R16,W vs Inglis,30.2%,44.2%,65.5%,41.7%,58.3%,71.4%,45.5%,38.5%,0.0%,16.7%,27.8%,60.0%,0.0%,75.0%,100.0%,-40
2026 Australian Open R32,W vs Kalinskaya,22.1%,44.1%,53.1%,26.8%,51.2%,53.3%,38.1%,35.0%,20.0%,17.4%,39.1%,52.6%,30.0%,76.9%,100.0%,52
2026 Australian Open R64,W vs Bouzkova,16.1%,32.1%,58.7%,18.9%,37.8%,66.7%,38.9%,42.1%,50.0%,11.1%,22.2%,43.8%,0.0%,66.7%,100.0%,-40
2026 Australian Open R128,W vs Yuan,26.4%,36.1%,48.0%,32.6%,48.8%,58.6%,47.4%,50.0%,50.0%,19.2%,19.2%,33.3%,16.7%,57.1%,100.0%,21
2026 United Cup F,L vs Bencic,22.7%,35.2%,33.3%,32.8%,48.3%,30.8%,51.7%,55.2%,28.6%,3.6%,10.7%,37.0%,30.8%,40.0%,100.0%,-80
2026 United Cup SF,L vs Gauff,17.8%,28.8%,44.6%,16.7%,28.6%,48.6%,54.2%,16.7%,0.0%,22.2%,33.3%,38.1%,63.6%,12.5%,0.0%,17
2026 United Cup QF,W vs Joint,23.1%,38.5%,69.0%,21.4%,39.3%,68.2%,38.5%,40.0%,0.0%,30.0%,40.0%,71.4%,25.0%,50.0%,-,6
2026 United Cup RR,W vs Lamens,28.3%,54.3%,69.7%,32.3%,58.1%,76.2%,41.2%,50.0%,100.0%,20.0%,46.7%,58.3%,0.0%,70.0%,-,-104
2026 United Cup RR,W vs Lys,25.3%,34.5%,38.1%,26.8%,35.7%,36.6%,43.8%,41.7%,66.7%,24.1%,34.5%,40.9%,11.1%,70.0%,75.0%,-26
2025 Riyadh Finals RR,L vs Anisimova,32.4%,44.1%,47.9%,40.3%,54.2%,53.5%,45.9%,40.0%,16.7%,20.0%,28.6%,39.3%,71.4%,28.6%,0.0%,20
2025 Riyadh Finals RR,L vs Rybakina,28.2%,39.4%,38.8%,32.7%,46.9%,48.5%,36.4%,22.2%,0.0%,20.0%,25.0%,18.8%,40.0%,60.0%,50.0%,6
Last 52 Weeks (54 matches),,26.1%,38.1%,50.2%,31.7%,45.8%,53.9%,39.4%,41.0%,34.1%,19.9%,29.9%,44.5%,13.1%,50.5%,52.5%,44
Career (369 matches),,24.2%,35.2%,52.5%,28.7%,41.5%,55.2%,43.6%,37.4%,32.3%,18.4%,27.1%,48.0%,11.1%,54.2%,55.8%,13
