Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Miami R64,L vs Linette,71% (12/17),50% (2/4),1/1,0/0,75% (6/8),4/6,4/5,- (0/0),- (0/0)
2026 Indian Wells QF,L vs Svitolina,75% (9/12),38% (3/8),1/1,0/0,55% (6/11),0/2,0/1,- (0/0),- (0/0)
2026 Indian Wells R16,W vs Muchova,23% (3/13),- (0/0),0/0,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2026 Indian Wells R32,W vs Sakkari,64% (7/11),50% (5/10),2/3,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2026 Indian Wells R64,W vs Day,78% (7/9),100% (5/5),2/2,1/1,85% (11/13),0/0,0/0,100% (5/5),50% (2/4)
2026 Doha QF,L vs Sakkari,91% (10/11),45% (5/11),1/1,0/0,55% (6/11),3/5,2/3,- (0/0),- (0/0)
2026 Doha R16,W vs Kasatkina,50% (9/18),44% (8/18),2/5,1/3,67% (8/12),1/2,0/0,- (0/0),- (0/0)
2026 Doha R32,W vs Tjen,100% (7/7),56% (5/9),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2026 Australian Open QF,L vs Rybakina,71% (5/7),25% (1/4),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2026 Australian Open R16,W vs Inglis,88% (7/8),83% (5/6),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2026 Australian Open R32,W vs Kalinskaya,57% (8/14),45% (5/11),2/4,1/2,57% (4/7),2/3,0/0,- (0/0),- (0/0)
2026 Australian Open R64,W vs Bouzkova,58% (7/12),63% (5/8),2/4,1/3,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2026 Australian Open R128,W vs Yuan,58% (7/12),50% (5/10),2/4,1/2,57% (4/7),0/0,0/0,67% (4/6),50% (3/6)
2026 United Cup F,L vs Bencic,40% (6/15),50% (3/6),1/2,0/0,50% (6/12),2/4,2/3,- (0/0),- (0/0)
2026 United Cup SF,L vs Gauff,40% (4/10),25% (2/8),0/0,0/0,55% (6/11),3/5,3/4,- (0/0),- (0/0)
2026 United Cup QF,W vs Joint,78% (7/9),63% (5/8),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2026 United Cup RR,W vs Lys,70% (7/10),44% (8/18),2/2,1/1,46% (6/13),1/2,0/0,- (0/0),- (0/0)
2026 United Cup RR,W vs Lamens,80% (8/10),57% (4/7),2/4,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2025 Riyadh Finals RR,L vs Anisimova,57% (12/21),0% (0/4),1/2,0/0,75% (9/12),0/2,0/1,80% (4/5),60% (3/5)
2025 Riyadh Finals RR,W vs Keys,78% (7/9),63% (5/8),2/4,1/3,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2026 (18 matches),,63.4%,50.3%,66.7%,64.7%,58.6%,51.4%,63.2%,81.8%,50.0%
2025 (58 matches),,60.7%,51.8%,63.0%,62.3%,57.7%,31.4%,21.1%,56.0%,42.0%
2024 (70 matches),,64.2%,47.2%,60.0%,62.0%,66.4%,62.2%,72.4%,62.7%,51.6%
2023 (74 matches),,66.5%,55.9%,64.4%,65.3%,53.8%,49.1%,54.5%,66.2%,49.3%
2022 (75 matches),,61.0%,52.4%,61.4%,62.9%,61.9%,52.1%,64.0%,56.5%,46.7%
Career (389 matches),,63.6%,50.0%,60.1%,60.3%,58.9%,48.6%,54.5%,59.7%,46.9%
