Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,37,29,8,78.4%,7,6,1,85.7%,2019,2026,SF,37,1.21,4.2%,3.6%,61.7%,68.5%,50.3%,61.5%,46.5%,57.4%,48.6%
Roland Garros,7,Clay,43,40,3,93.0%,5,3,2,60.0%,2019,2025,W,43,1.41,2.3%,3.0%,60.3%,68.6%,55.6%,63.5%,51.7%,58.7%,51.5%
Wimbledon,6,Grass,23,18,5,78.3%,4,2,2,50.0%,2019,2025,W,23,1.27,5.2%,3.3%,62.9%,72.1%,50.1%,63.9%,45.8%,57.3%,47.4%
US Open,7,Hard,30,24,6,80.0%,7,5,2,71.4%,2019,2025,W,30,1.24,4.8%,3.8%,61.1%,66.9%,51.3%,60.8%,48.7%,55.1%,49.4%
Olympics,2,,8,6,2,75.0%,1,0,1,0.0%,2021,2024,W,6,1.29,2.9%,2.9%,69.5%,66.7%,49.0%,61.3%,49.9%,58.1%,50.0%
Fed Cup,3,,7,5,2,71.4%,2,1,1,50.0%,2018,2020,,7,1.14,6.4%,4.0%,55.9%,64.6%,56.0%,60.8%,44.9%,66.0%,44.1%
Miami,6,Hard,18,13,5,72.2%,4,2,2,50.0%,2019,2026,W,18,1.21,4.7%,3.9%,63.8%,67.2%,50.5%,61.1%,47.2%,59.3%,52.3%
Indian Wells,7,Hard,31,26,5,83.9%,6,3,3,50.0%,2019,2026,W,31,1.40,3.6%,4.4%,63.2%,69.3%,51.9%,62.9%,51.9%,59.6%,54.6%
Doha,6,Hard,21,18,3,85.7%,2,1,1,50.0%,2020,2026,W,21,1.32,3.7%,2.8%,66.7%,67.3%,51.3%,62.0%,50.3%,63.5%,56.4%
United Cup,3,Hard,19,15,4,78.9%,3,2,1,66.7%,2023,2026,W,14,1.33,2.4%,2.9%,67.6%,67.9%,55.0%,63.7%,48.2%,62.7%,50.9%
Riyadh Finals,2,Hard,6,3,3,50.0%,1,1,0,100.0%,2024,2025,W,6,1.08,4.7%,4.0%,64.7%,68.0%,46.7%,60.5%,42.8%,59.1%,41.3%
Beijing,2,Hard,9,8,1,88.9%,2,1,1,50.0%,2023,2025,W,9,1.49,4.0%,2.3%,67.7%,74.2%,53.3%,67.4%,48.7%,50.0%,55.6%
