Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (W100 Vitoria - Gasteiz)
2023,5,1,4,20.0%,2-8,20.0%,28-52,35.0%,0-0,-,0,,,,,,,,,,,,R16 (W40 Mexico City)
2022,10,4,6,40.0%,10-14,41.7%,92-122,43.0%,1-1,50.0%,1,14.3%,14.3%,0.0%,11.4%,72.7%,46.9%,8.3%,36.4%,35.6%,36.0%,0.56,QF (2x)
2021,16,8,8,50.0%,17-17,50.0%,151-161,48.4%,1-0,100.0%,0,,,,,,,,,,,,SF (W15 Gonesse)
2020,3,1,2,33.3%,2-5,28.6%,26-37,41.3%,0-0,-,0,,,,,,,,,,,,R16 (W25 Macon)
2019,39,23,16,59.0%,51-35,59.3%,407-361,53.0%,8-2,80.0%,0,,,,,,,,,,,,W (W15 Tabarka)
2018,24,13,11,54.2%,27-24,52.9%,227-208,52.2%,2-1,66.7%,0,,,,,,,,,,,,SF (2x)
2017,50,31,19,62.0%,67-50,57.3%,550-470,53.9%,2-8,20.0%,0,,,,,,,,,,,,W (Herzlia $15K)
2016,54,33,21,61.1%,77-54,58.8%,635-533,54.4%,2-2,50.0%,0,,,,,,,,,,,,W (2x)
2015,30,12,18,40.0%,27-41,39.7%,274-323,45.9%,0-3,0.0%,0,,,,,,,,,,,,F (El Kantaoui $10K)
2014,39,24,15,61.5%,53-35,60.2%,451-351,56.2%,4-6,40.0%,0,,,,,,,,,,,,F (Santa Margherita Di Pula 10K)
2013,25,13,12,52.0%,31-28,52.5%,268-270,49.8%,1-3,25.0%,0,,,,,,,,,,,,SF (Saint Martin Guadeloupe 10K)
2012,23,13,10,56.5%,26-24,52.0%,217-225,49.1%,2-3,40.0%,0,,,,,,,,,,,,F (2x)
2011,9,4,5,44.4%,9-12,42.9%,85-97,46.7%,0-0,-,0,,,,,,,,,,,,QF (2x)
Career,328,180,148,54.9%,399-349,53.3%,3413-3222,51.4%,23-29,44.2%,1,14.3%,14.3%,0.0%,11.4%,72.7%,46.9%,8.3%,36.4%,35.6%,36.0%,0.56,
