Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W25 Porto QF,L vs Georges,25% (2/8),100% (2/2),1/6,75% (6/8),0% (0/6),1/2,0/0,0/0,0/0,0/0
2019 W25 Porto R16,W vs Sanz Llaneza Fernandez,71% (5/7),100% (5/5),0/0,0% (0/7),- (0/0),3/3,0/0,0/0,0/0,0/0
2019 W25 Palmela R32,L vs Gervais,30% (3/10),100% (3/3),1/4,70% (7/10),14% (1/7),2/3,1/2,0/1,0/0,0/1
2019 W25 Klosters R32,L vs Fourlis,33% (3/9),67% (2/3),1/5,89% (8/9),38% (3/8),0/2,0/0,1/1,0/0,0/0
2019 W25 Minsk SF,L vs Wagner,30% (3/10),67% (2/3),1/3,45% (5/11),0% (0/5),0/2,0/0,0/2,0/0,0/1
2019 W25 Minsk QF,W vs Colmegna,42% (5/12),100% (5/5),0/1,9% (1/11),0% (0/1),4/4,2/2,0/0,1/1,0/0
2019 W25 Minsk R16,W vs Kanapatskaya,40% (4/10),75% (3/4),0/1,36% (4/11),50% (2/4),1/3,1/2,1/1,0/1,0/0
2019 W15 Tabarka F,W vs Tholey,50% (6/12),83% (5/6),3/5,50% (6/12),17% (1/6),2/5,0/1,1/1,0/0,0/0
2019 W15 Tabarka SF,W vs Murta,100% (7/7),86% (6/7),1/1,29% (2/7),50% (1/2),4/4,0/0,0/0,0/0,0/0
2019 W15 Tabarka QF,W vs Lutzeier,67% (8/12),100% (8/8),2/6,67% (8/12),25% (2/8),3/6,0/1,0/0,0/0,0/0
2019 W15 Tabarka R16,W vs Chehoudi,86% (6/7),100% (6/6),1/1,71% (5/7),80% (4/5),4/5,1/2,0/0,0/1,0/0
2019 W15 Tabarka R32,W vs Mujan,100% (7/7),100% (7/7),2/2,43% (3/7),33% (1/3),4/6,1/1,0/0,0/0,0/0
2019 W15 Tabarka R16,W vs Chehoudi,75% (6/8),100% (6/6),2/2,22% (2/9),0% (0/2),3/5,1/1,0/0,1/1,0/0
2019 W15 Tabarka R32,W vs Vanhoutte,64% (7/11),86% (6/7),4/5,55% (6/11),17% (1/6),3/6,1/1,1/1,1/1,0/0
2019 W25 Calvi R32,L vs Lazaro Garcia,56% (5/9),80% (4/5),3/5,80% (8/10),13% (1/8),2/4,0/2,0/1,0/0,0/1
2019 W15 Monastir F,L vs Brouleau,50% (6/12),67% (4/6),3/6,75% (9/12),22% (2/9),3/4,1/1,0/1,0/0,0/0
2019 W15 Monastir QF,W vs Seibold,57% (4/7),100% (4/4),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,1/1,0/0
2019 W15 Monastir R16,W vs Michel,56% (5/9),100% (5/5),1/2,40% (4/10),25% (1/4),3/5,1/4,0/0,0/3,0/0
2019 W15 Monastir R32,W vs Rittberger,67% (6/9),83% (5/6),1/2,30% (3/10),33% (1/3),3/4,1/1,0/0,1/1,0/0
2017 Lagos $25K SF,L vs Perrin,38% (3/8),33% (1/3),0/4,63% (5/8),0% (0/5),1/1,0/0,0/1,0/0,0/1
2019 (19 matches),,55.7%,89.8%,47.4%,47.8%,24.1%,63.2%,54.5%,44.4%,50.0%,0.0%
2017 (28 matches),,56.4%,79.9%,43.4%,51.5%,25.3%,74.1%,77.3%,51.9%,76.9%,54.5%
2016 (34 matches),,56.5%,79.9%,43.8%,46.6%,23.5%,64.6%,78.9%,47.1%,76.5%,50.0%
2015 (5 matches),,53.3%,90.6%,71.4%,59.0%,36.1%,61.5%,57.1%,75.0%,66.7%,100.0%
2014 (13 matches),,52.1%,81.6%,36.4%,45.1%,17.2%,67.3%,36.8%,45.5%,33.3%,40.0%
Career (111 matches),,54.8%,82.0%,43.5%,49.3%,23.2%,66.6%,66.1%,50.9%,63.6%,47.5%
