Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,19,10,9,52.6%,21-18,53.8%,188-177,51.5%,1-5,16.7%,18,75.4%,28.3%,7.1%,3.6%,64.4%,66.1%,50.2%,60.5%,39.9%,50.4%,1.01,W (Nottingham)
2020,17,8,9,47.1%,19-19,50.0%,183-177,50.8%,3-2,60.0%,17,77.8%,23.8%,6.4%,3.7%,63.3%,71.3%,49.9%,63.5%,40.0%,50.8%,1.10,SF (2x)
2019,54,39,15,72.2%,81-47,63.3%,678-543,55.5%,9-9,50.0%,54,77.7%,33.8%,5.3%,2.5%,67.0%,67.3%,50.2%,61.7%,43.2%,52.4%,1.13,F (2x)
2018,55,31,24,56.4%,71-51,58.2%,619-517,54.5%,5-6,45.5%,54,76.3%,33.3%,6.9%,4.3%,61.4%,68.0%,49.1%,60.7%,43.2%,51.9%,1.10,F (Nottingham)
2017,59,40,19,67.8%,88-46,65.7%,716-570,55.7%,6-10,37.5%,57,77.8%,36.0%,6.3%,3.4%,62.8%,69.3%,50.4%,62.2%,43.6%,52.6%,1.15,W (2x)
2016,69,46,23,66.7%,101-53,65.6%,805-629,56.1%,12-2,85.7%,68,74.4%,37.8%,6.7%,3.8%,61.4%,67.6%,52.7%,61.8%,45.0%,53.0%,1.18,W (Stanford)
2015,22,13,9,59.1%,30-22,57.7%,254-234,52.0%,3-2,60.0%,13,78.4%,31.4%,4.4%,3.6%,68.9%,68.0%,53.1%,63.4%,41.0%,52.0%,1.12,QF (3x)
2014,13,3,10,23.1%,10-21,32.3%,136-162,45.6%,1-3,25.0%,10,-,-,6.5%,6.3%,62.0%,64.6%,42.8%,56.3%,39.2%,48.1%,0.90,R16 (Eastbourne)
2013,9,3,6,33.3%,7-12,36.8%,78-92,45.9%,0-0,-,8,-,-,5.7%,6.5%,55.8%,67.2%,44.8%,57.3%,40.9%,48.9%,0.96,QF (Guangzhou)
2012,5,2,3,40.0%,5-6,45.5%,54-59,47.8%,1-0,100.0%,5,-,-,4.0%,4.9%,64.3%,62.8%,41.9%,55.3%,43.8%,49.2%,0.98,R16 (Copenhagen)
2011,1,0,1,0.0%,1-2,33.3%,14-17,45.2%,0-0,-,1,-,-,0.0%,6.2%,64.9%,57.1%,52.9%,55.7%,43.8%,49.3%,0.99,R32 (Copenhagen)
Career,323,195,128,60.4%,434-297,59.4%,3725-3177,54.0%,41-39,51.2%,305,76.5%,34.0%,6.2%,3.7%,63.3%,67.8%,50.1%,61.3%,43.0%,52.0%,1.11,
