Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2021 Nottingham F,W vs Zhang,78% (7/9),63% (5/8),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2021 Roland Garros R128,L vs Cirstea,75% (6/8),50% (2/4),0/0,0/0,50% (4/8),3/5,1/2,67% (4/6),17% (1/6)
2020 Roland Garros R128,L vs Gauff,44% (4/9),29% (2/7),0/0,0/0,58% (7/12),6/8,1/2,- (0/0),- (0/0)
2020 Cincinnati QF,W vs Sakkari,75% (9/12),25% (3/12),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2020 Monterrey SF,L vs Bouzkova,50% (7/14),0% (0/5),0/0,0/0,60% (3/5),1/3,0/1,- (0/0),- (0/0)
2020 Monterrey R32,W vs Clijsters,77% (10/13),38% (3/8),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2020 Australian Open R128,L vs Jabeur,83% (5/6),50% (1/2),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2019 US Open QF,L vs Svitolina,75% (6/8),67% (2/3),0/0,0/0,50% (4/8),3/5,2/3,- (0/0),- (0/0)
2019 US Open R16,W vs Pliskova,78% (14/18),33% (5/15),2/3,1/2,57% (4/7),0/1,0/0,25% (1/4),0% (0/4)
2019 US Open R32,W vs Zhang,100% (8/8),36% (4/11),2/3,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 US Open R64,W vs Gasparyan,67% (6/9),60% (6/10),2/3,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 US Open R128,W vs Kasatkina,71% (10/14),46% (6/13),2/3,1/1,60% (3/5),1/2,0/0,- (0/0),- (0/0)
2019 Cincinnati R64,L vs Peterson,55% (11/20),60% (3/5),1/1,0/0,67% (8/12),0/2,0/1,- (0/0),- (0/0)
2019 Toronto  R64,L vs Yastremska,67% (4/6),20% (1/5),0/0,0/0,60% (6/10),5/7,4/5,- (0/0),- (0/0)
2019 Wimbledon QF,L vs Strycova,50% (6/12),50% (1/2),0/0,0/0,57% (4/7),0/2,0/1,50% (3/6),33% (2/6)
2019 Wimbledon R16,W vs Kvitova,52% (12/23),44% (4/9),2/5,1/3,80% (8/10),0/1,0/0,- (0/0),- (0/0)
2019 Wimbledon R32,W vs Stephens,57% (12/21),60% (3/5),2/3,1/1,80% (4/5),0/1,0/0,- (0/0),- (0/0)
2019 Wimbledon R64,W vs Siniakova,77% (10/13),25% (2/8),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Wimbledon R128,W vs Bogdan,59% (10/17),50% (3/6),2/4,1/3,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 Eastbourne R32,W vs Sakkari,64% (9/14),100% (4/4),2/2,1/1,60% (3/5),0/0,0/0,50% (3/6),80% (4/5)
2021 (2 matches),,76.5%,58.3%,100.0%,100.0%,55.6%,60.0%,50.0%,66.7%,16.7%
2020 (5 matches),,64.8%,26.5%,80.0%,66.7%,56.0%,53.8%,25.0%,-,-
2019 (52 matches),,61.0%,46.1%,56.0%,58.5%,63.7%,47.0%,56.3%,55.7%,43.4%
2018 (49 matches),,57.7%,46.0%,50.8%,50.0%,63.8%,46.6%,46.2%,52.7%,53.7%
2017 (53 matches),,62.9%,42.6%,55.1%,50.0%,58.3%,42.7%,37.0%,52.7%,34.7%
Career (311 matches),,61.8%,44.5%,55.0%,55.0%,60.5%,49.0%,43.4%,57.0%,44.4%
