Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Nottingham F,W vs Zhang,87.5%,61.9%,2.1%,0/1,2.67,21.7%,84.4%,55.6%,0.0%,2.76,30.8%,93.8%,73.3%,6.3%,2.55,10.0%
2020 Cincinnati SF,L vs Azarenka,57.1%,55.8%,4.4%,3/1,2.61,8.5%,52.6%,46.7%,3.5%,2.49,15.2%,75.9%,68.2%,6.9%,2.77,0.0%
2020 Cincinnati QF,W vs Sakkari,64.2%,59.6%,4.9%,0/4,2.21,11.1%,62.5%,60.0%,0.0%,2.10,16.7%,85.0%,58.8%,20.0%,2.32,5.6%
2020 Monterrey SF,L vs Bouzkova,63.6%,45.2%,1.5%,1/0,2.37,2.1%,65.1%,35.7%,2.3%,2.33,3.3%,63.6%,64.3%,0.0%,2.44,0.0%
2020 Monterrey R32,W vs Clijsters,70.7%,52.8%,8.0%,2/4,2.30,25.0%,68.2%,46.7%,9.1%,2.33,28.0%,85.2%,60.9%,7.4%,2.20,14.3%
2019 US Open QF,L vs Svitolina,81.2%,48.2%,4.3%,3/0,2.62,13.0%,79.5%,48.4%,2.6%,2.55,20.0%,83.3%,48.0%,6.7%,2.77,0.0%
2019 US Open R16,W vs Pliskova,58.3%,53.6%,2.1%,1/1,2.66,3.7%,56.9%,40.5%,3.1%,2.81,5.8%,86.4%,78.9%,0.0%,2.39,0.0%
2019 Wimbledon QF,L vs Strycova,62.9%,41.0%,0.0%,0/0,2.39,50.9%,67.4%,48.3%,0.0%,2.44,77.1%,62.5%,20.0%,0.0%,2.30,9.1%
2019 Wimbledon R16,W vs Kvitova,70.7%,44.8%,7.3%,3/3,2.76,6.7%,67.3%,36.4%,2.0%,2.70,10.8%,89.3%,56.0%,17.9%,2.86,0.0%
2019 Wimbledon R32,W vs Stephens,77.6%,51.5%,3.5%,2/1,2.67,23.6%,76.8%,53.5%,5.4%,2.70,35.3%,79.3%,47.8%,0.0%,2.62,4.8%
2019 Wimbledon R64,W vs Siniakova,64.3%,52.8%,0.0%,0/0,2.21,37.9%,68.8%,50.0%,0.0%,2.18,52.4%,63.6%,57.1%,0.0%,2.30,0.0%
2019 Roland Garros SF,L vs Vondrousova,66.7%,41.7%,0.0%,0/0,2.10,19.4%,75.0%,44.4%,0.0%,2.03,26.9%,66.7%,33.3%,0.0%,2.26,0.0%
2019 Roland Garros QF,W vs Stephens,70.8%,55.9%,2.1%,1/0,2.64,21.9%,64.9%,54.2%,0.0%,2.50,28.6%,100.0%,60.0%,10.0%,2.90,9.1%
2019 Rome F,L vs Pliskova,62.3%,36.8%,3.3%,1/1,2.81,9.8%,64.4%,41.4%,4.4%,2.77,14.3%,69.2%,22.2%,0.0%,2.92,0.0%
2019 Rome SF,W vs Bertens,67.9%,56.6%,0.0%,0/0,2.20,8.4%,61.3%,52.6%,0.0%,2.10,13.0%,92.7%,60.5%,0.0%,2.40,0.0%
2019 Rome QF,W vs Vondrousova,71.0%,56.1%,4.3%,2/2,2.09,42.9%,70.2%,57.5%,3.5%,1.92,54.5%,86.7%,53.8%,6.7%,2.71,0.0%
2019 Rome R16,W vs Williams,72.2%,66.7%,14.8%,4/4,2.25,5.7%,73.5%,68.0%,11.8%,2.11,4.0%,73.7%,64.3%,21.1%,2.58,10.0%
2019 Madrid R32,L vs Halep,71.2%,51.9%,2.7%,0/2,2.43,2.2%,72.7%,50.0%,0.0%,2.32,3.1%,70.6%,58.3%,11.8%,2.71,0.0%
2019 Rabat F,L vs Sakkari,70.6%,41.7%,2.9%,1/1,2.30,6.2%,68.2%,43.3%,0.0%,2.16,9.3%,81.8%,38.9%,9.1%,2.57,0.0%
2019 Indian Wells R32,L vs Bertens,61.8%,38.3%,1.3%,0/1,2.23,16.9%,52.5%,23.8%,0.0%,2.38,22.2%,78.8%,50.0%,3.0%,2.05,10.3%
Career (66 matches),,70.3%,52.5%,3.4%,48.3%,2.43,13.8%,69.8%,49.5%,2.2%,2.39,19.4%,81.5%,57.4%,6.3%,2.51,4.8%
