Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 Nottingham F,W vs Zhang,0.0%,-,3.4%,66.7%,20.0%,0.0%,0.0%,26.3%,100.0%,2.9%,66.7%,93,103
2020 Cincinnati SF,L vs Azarenka,0.0%,-,3.9%,85.7%,15.0%,30.8%,0.0%,16.9%,30.8%,2.1%,20.0%,69,58
2020 Cincinnati QF,W vs Sakkari,0.0%,-,7.6%,60.0%,24.6%,30.0%,0.0%,34.8%,71.4%,1.1%,0.0%,114,76
2020 Monterrey SF,L vs Bouzkova,1.7%,100.0%,9.3%,75.0%,25.4%,25.0%,0.0%,24.4%,60.0%,2.9%,40.0%,142,85
2020 Monterrey R32,W vs Clijsters,0.0%,-,4.7%,83.3%,34.0%,42.9%,100.0%,19.2%,25.0%,0.7%,0.0%,55,78
2019 US Open QF,L vs Svitolina,0.0%,-,14.3%,78.9%,10.8%,18.5%,0.0%,13.3%,31.6%,2.3%,33.3%,74,66
2019 US Open R16,W vs Pliskova,0.0%,-,4.5%,77.8%,16.4%,26.5%,0.0%,11.8%,31.6%,1.0%,33.3%,73,37
2019 Wimbledon QF,L vs Strycova,0.0%,-,18.0%,65.2%,17.3%,13.0%,0.0%,26.8%,55.6%,3.7%,71.4%,203,103
2019 Wimbledon R16,W vs Kvitova,0.0%,-,3.2%,83.3%,12.7%,23.8%,16.7%,10.0%,25.0%,2.4%,40.0%,0,72
2019 Wimbledon R32,W vs Stephens,0.0%,-,10.5%,72.2%,14.8%,17.9%,0.0%,8.2%,23.1%,1.1%,33.3%,14,38
2019 Wimbledon R64,W vs Siniakova,0.0%,-,9.3%,90.0%,22.7%,41.2%,0.0%,15.2%,33.3%,3.3%,20.0%,97,103
2019 Roland Garros SF,L vs Vondrousova,0.0%,-,11.4%,38.9%,11.6%,13.6%,0.0%,18.8%,35.3%,4.2%,18.2%,119,64
2019 Roland Garros QF,W vs Stephens,2.1%,100.0%,4.9%,80.0%,18.5%,27.8%,0.0%,18.9%,28.6%,2.3%,66.7%,94,111
2019 Rome F,L vs Pliskova,0.0%,-,4.8%,16.7%,16.1%,20.0%,0.0%,14.0%,45.5%,2.8%,20.0%,88,91
2019 Rome SF,W vs Bertens,0.0%,-,12.0%,57.7%,13.5%,17.6%,0.0%,11.0%,20.0%,3.9%,57.1%,91,47
2019 Rome QF,W vs Vondrousova,0.0%,-,15.8%,51.9%,22.2%,18.2%,50.0%,26.0%,23.1%,3.9%,33.3%,168,146
2019 Rome R16,W vs Williams,0.0%,-,1.9%,0.0%,39.0%,36.4%,0.0%,35.5%,55.6%,1.7%,100.0%,191,165
2019 Madrid R32,L vs Halep,0.0%,-,6.1%,75.0%,15.7%,25.0%,0.0%,9.9%,25.0%,2.3%,60.0%,117,76
2019 Rabat F,L vs Sakkari,0.0%,-,9.9%,53.3%,15.7%,10.5%,0.0%,8.3%,12.0%,3.1%,25.0%,67,41
2019 Indian Wells R32,L vs Bertens,0.0%,-,14.8%,52.0%,9.2%,10.0%,0.0%,10.0%,0.0%,4.4%,36.4%,77,86
Career (66 matches),,0.1%,83.3%,9.0%,66.9%,14.6%,21.1%,16.2%,12.3%,28.9%,1.7%,36.3%,63,59
