Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2019 US Open QF,L vs Svitolina,92.3,97.6,8.0,96.6,94.6,111,77,82.4,5.6,81.0,83.8,92,71
2019 US Open R16,W vs Pliskova,91.5,96.0,7.4,100.3,95.3,108,71,82.3,5.7,83.1,73.0,93,70
2019 US Open R32,W vs Zhang,93.0,99.5,6.1,100.9,98.1,108,77,82.0,7.7,,76.8,92,65
2019 US Open R64,W vs Gasparyan,94.1,99.0,7.6,102.8,99.1,108,74,83.2,8.0,87.5,85.3,93,71
2019 US Open R128,W vs Kasatkina,90.0,96.5,7.6,,,108,78,80.3,4.6,,,90,73
2019 Wimbledon QF,L vs Strycova,95.0,100.0,6.2,103.3,97.9,108,83,86.6,3.5,86.5,82.8,92,77
2019 Wimbledon R16,W vs Kvitova,97.5,101.3,6.2,103.4,100.2,110,79,89.1,4.5,90.1,88.1,95,81
2019 Wimbledon R32,W vs Stephens,98.5,101.9,6.9,105.5,98.4,112,81,90.6,3.5,91.9,89.4,96,83
2019 Wimbledon R64,W vs Siniakova,98.1,100.8,5.9,103.7,99.1,110,87,87.7,2.9,87.0,86.0,92,83
2019 Wimbledon R128,W vs Bogdan,97.4,102.6,5.2,104.7,100.2,110,90,88.8,4.8,89.7,88.1,97,76
2019 Roland Garros SF,L vs Vondrousova,93.8,98.1,7.1,,,109,76,82.6,4.0,,,91,75
2019 Roland Garros QF,W vs Stephens,96.1,99.4,8.5,,,110,76,87.1,5.2,,,96,76
2019 Roland Garros R16,W vs Vekic,94.3,97.8,8.4,,,110,78,84.8,4.8,,,95,76
2019 Roland Garros R32,W vs Hruncakova,96.4,100.9,7.1,,,109,81,89.4,3.4,,,96,82
2019 Roland Garros R64,W vs Davis,93.3,96.3,8.5,,,108,76,84.0,6.1,,,94,73
2019 Roland Garros R128,W vs Lottner,98.3,103.8,5.4,,,108,81,89.6,4.8,,,98,80
2018 US Open R128,L vs Garcia,94.4,100.6,5.5,102.0,101.0,109,89,86.4,5.0,86.7,88.3,96,78
2018 Wimbledon R64,L vs Cibulkova,101.1,105.9,4.8,106.5,105.1,112,94,92.0,4.6,90.5,89.0,101,81
2018 Wimbledon R128,W vs Vikhlyantseva,99.7,103.2,4.7,105.4,100.8,112,91,93.7,2.9,91.0,93.2,100,87
2017 US Open R128,L vs Krunic,94.1,104.7,5.1,105.9,106.5,111,79,84.9,6.9,86.5,80.2,97,67
Career (53 matches),,96.3,101.2,5.8,104.3,100.3,114,70,87.4,4.9,88.3,85.9,105,65
