Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,31,24,7,77.4%,51-15,77.3%,360-225,61.5%,2-2,50.0%,0,,,,,,,,,,,,W (2x)
2014,17,11,6,64.7%,26-13,66.7%,210-160,56.8%,2-2,50.0%,0,,,,,,,,,,,,SF (3x)
2013,34,23,11,67.6%,50-23,68.5%,397-280,58.6%,4-6,40.0%,0,,,,,,,,,,,,W (2x)
2012,34,21,13,61.8%,46-28,62.2%,367-296,55.4%,4-1,80.0%,0,,,,,,,,,,,,W (Rancho Mirage CA 25K)
2011,30,18,12,60.0%,40-23,63.5%,322-241,57.2%,1-4,20.0%,0,,,,,,,,,,,,W (2x)
2010,38,24,14,63.2%,52-33,61.2%,425-346,55.1%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
2009,18,11,7,61.1%,24-18,57.1%,207-183,53.1%,1-3,25.0%,0,,,,,,,,,,,,W (Waterloo 25K)
2008,12,9,3,75.0%,18-7,72.0%,134-86,60.9%,0-0,-,0,,,,,,,,,,,,W (Mostar 10K)
2007,2,1,1,50.0%,2-2,50.0%,17-20,45.9%,0-0,-,0,,,,,,,,,,,,R16 (Redbridge 10K)
2006,2,0,2,0.0%,1-4,20.0%,14-28,33.3%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,218,142,76,65.1%,310-166,65.1%,2453-1865,56.8%,15-20,42.9%,0,,,,,,,,,,,,
