Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,10,5,5,50.0%,12-8,60.0%,102-95,51.8%,3-1,75.0%,9,82.3%,20.6%,4.8%,4.3%,61.0%,70.5%,56.5%,65.1%,37.3%,50.6%,1.07,F (Cesenatico)
2025,17,6,11,35.3%,18-23,43.9%,206-218,48.6%,5-5,50.0%,17,72.9%,24.2%,3.9%,4.5%,62.3%,67.8%,46.8%,59.9%,38.3%,49.2%,0.95,QF (Como)
2024,18,5,13,27.8%,14-27,34.1%,183-220,45.4%,4-4,50.0%,18,67.7%,23.5%,3.6%,7.2%,59.9%,66.8%,45.7%,58.4%,39.6%,48.6%,0.95,R16 (5x)
2023,46,24,22,52.2%,51-56,47.7%,499-516,49.2%,5-7,41.7%,45,65.0%,33.7%,3.0%,6.1%,60.8%,62.8%,46.6%,56.5%,43.0%,49.8%,0.99,W (Noumea)
2022,39,22,17,56.4%,49-41,54.4%,419-379,52.5%,4-2,66.7%,38,68.4%,36.8%,2.7%,4.7%,61.6%,64.6%,46.2%,57.6%,45.0%,51.2%,1.06,W (San Benedetto Del Tronto)
2021,28,13,15,46.4%,31-33,48.4%,309-309,50.0%,4-4,50.0%,28,66.5%,33.9%,2.9%,4.4%,59.8%,64.6%,45.9%,57.1%,42.9%,50.0%,1.00,QF (5x)
2020,5,2,3,40.0%,5-7,41.7%,47-56,45.6%,0-1,0.0%,5,68.0%,25.0%,3.6%,6.2%,57.0%,64.6%,46.9%,57.0%,39.4%,48.3%,0.92,R16 (Bergamo)
2019,54,24,30,44.4%,58-69,45.7%,609-646,48.5%,11-9,55.0%,54,70.7%,26.7%,3.4%,5.5%,57.3%,67.1%,47.8%,58.9%,39.9%,49.2%,0.97,QF (Florence)
2018,4,0,4,0.0%,1-8,11.1%,28-52,35.0%,0-0,-,4,61.5%,9.8%,1.2%,6.6%,57.4%,61.2%,47.6%,55.4%,30.7%,43.0%,0.69,R32 (4x)
Career,221,101,120,45.7%,239-272,46.8%,2402-2491,49.1%,36-33,52.2%,218,68.8%,29.7%,3.2%,5.4%,59.8%,65.5%,47.1%,58.1%,41.4%,49.6%,0.99,
