Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1977,23,16,7,69.6%,29-15,65.9%,230-169,57.6%,4-1,80.0%,0,,,,,,,,,,,,F (2x)
1976,11,9,2,81.8%,19-6,76.0%,140-94,59.8%,1-1,50.0%,0,,,,,,,,,,,,W (Melbourne)
1975,53,41,12,77.4%,86-27,76.1%,613-383,61.5%,4-1,80.0%,0,,,,,,,,,,,,W (2x)
1974,16,13,3,81.3%,26-8,76.5%,194-123,61.2%,0-1,0.0%,0,,,,,,,,,,,,W (Perth)
1973,109,101,8,92.7%,201-34,85.5%,1359-693,66.2%,13-6,68.4%,0,,,,,,,,,,,,W (18x)
1972,71,63,8,88.7%,128-20,86.5%,852-396,68.3%,3-3,50.0%,0,,,,,,,,,,,,W (10x)
1971,70,66,4,94.3%,131-16,89.1%,858-384,69.1%,6-2,75.0%,0,,,,,,,,,,,,W (10x)
1970,116,110,6,94.8%,225-24,90.4%,1473-611,70.7%,1-3,25.0%,0,,,,,,,,,,,,W (21x)
1969,109,103,6,94.5%,210-26,89.0%,1393-630,68.9%,0-0,-,0,,,,,,,,,,,,W (18x)
1968,120,108,12,90.0%,219-35,86.2%,1491-731,67.1%,0-0,-,0,,,,,,,,,,,,W (15x)
1967,11,7,4,63.6%,15-4,78.9%,111-66,62.7%,0-0,-,0,,,,,,,,,,,,F (New South Wales)
1966,46,41,5,89.1%,84-11,88.4%,556-251,68.9%,0-0,-,0,,,,,,,,,,,,W (5x)
1965,125,117,8,93.6%,233-27,89.6%,1544-651,70.3%,0-0,-,0,,,,,,,,,,,,W (19x)
1964,94,89,5,94.7%,174-19,90.2%,1137-463,71.1%,0-0,-,0,,,,,,,,,,,,W (19x)
1963,93,87,6,93.5%,175-17,91.1%,1127-412,73.2%,0-0,-,0,,,,,,,,,,,,W (15x)
1962,84,82,2,97.6%,166-12,93.3%,1071-440,70.9%,0-0,-,0,,,,,,,,,,,,W (17x)
1961,96,89,7,92.7%,181-25,87.9%,1210-538,69.2%,0-0,-,0,,,,,,,,,,,,W (13x)
1960,42,36,6,85.7%,74-22,77.1%,522-292,64.1%,0-0,-,0,,,,,,,,,,,,W (5x)
1959,17,11,6,64.7%,25-13,65.8%,194-150,56.4%,0-0,-,0,,,,,,,,,,,,F (2x)
1958,5,4,1,80.0%,8-0,100.0%,52-24,68.4%,0-0,-,0,,,,,,,,,,,,W (2x)
1957,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-0,-,0,,,,,,,,,,,,R64 (Melbourne)
Career,1312,1193,119,90.9%,2409-363,86.9%,16133-7514,68.2%,32-18,64.0%,0,,,,,,,,,,,,
