Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,124,106,18,85.5%,220-44,83.3%,1535-823,65.1%,6-3,66.7%,0,,,,,,,,,,,
Clay,360,327,33,90.8%,657-104,86.3%,4404-2073,68.0%,4-5,44.4%,0,,,,,,,,,,,
Grass,653,604,49,92.5%,1222-154,88.8%,8069-3478,69.9%,8-5,61.5%,0,,,,,,,,,,,
Carpet,134,120,14,89.6%,241-48,83.4%,1659-912,64.5%,14-5,73.7%,0,,,,,,,,,,,
Grand Slams,230,207,23,90.0%,416-74,84.9%,2844-1318,68.3%,6-1,85.7%,0,,,,,,,,,,,
Finals,235,191,44,81.3%,393-139,73.9%,2952-2008,59.5%,6-7,46.2%,0,,,,,,,,,,,
Semi-finals,261,228,33,87.4%,462-99,82.4%,3217-1823,63.8%,13-6,68.4%,0,,,,,,,,,,,
Quarter-finals,265,247,18,93.2%,495-60,89.2%,3286-1484,68.9%,7-1,87.5%,0,,,,,,,,,,,
vs Righties,796,698,98,87.7%,1419-298,82.6%,9861-5439,64.5%,26-15,63.4%,0,,,,,,,,,,,
vs Lefties,59,47,12,79.7%,99-28,78.0%,711-410,63.4%,0-1,0.0%,0,,,,,,,,,,,
