Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,39,24,15,61.5%,52-29,64.2%,409-347,54.1%,4-2,66.7%,32,-,-,3.4%,10.9%,58.6%,65.9%,43.3%,56.5%,46.3%,51.6%,1.07,W (Wimbledon)
2012,66,41,25,62.1%,89-59,60.1%,726-618,54.0%,6-2,75.0%,63,-,-,4.1%,10.0%,57.6%,66.3%,43.3%,56.5%,46.8%,51.6%,1.08,F (2x)
2011,84,58,26,69.0%,118-64,64.8%,917-693,57.0%,8-2,80.0%,73,-,-,5.1%,7.4%,58.6%,67.0%,46.0%,58.3%,48.0%,53.1%,1.15,W (2x)
2010,55,34,21,61.8%,75-44,63.0%,594-483,55.2%,4-5,44.4%,51,-,-,5.3%,7.5%,59.6%,68.6%,46.2%,59.6%,45.1%,52.2%,1.11,SF (3x)
2009,68,46,22,67.6%,95-50,65.5%,751-573,56.7%,6-4,60.0%,61,-,-,3.4%,6.6%,61.1%,65.0%,45.9%,57.6%,48.2%,52.7%,1.14,W (2x)
2008,55,29,26,52.7%,69-57,54.8%,592-568,51.0%,9-4,69.2%,54,-,-,2.9%,6.2%,63.0%,63.0%,43.8%,55.9%,45.6%,50.6%,1.03,F (Stanford)
2007,78,47,31,60.3%,100-70,58.8%,810-690,54.0%,4-6,40.0%,70,-,-,2.8%,5.0%,66.9%,62.5%,45.2%,56.8%,46.2%,51.4%,1.07,F (2x)
2006,73,45,28,61.6%,98-64,60.5%,767-627,55.0%,5-4,55.6%,39,-,-,2.2%,3.9%,68.6%,61.2%,44.2%,55.9%,45.8%,50.9%,1.04,W (3x)
2005,51,26,25,51.0%,57-48,54.3%,503-429,54.0%,2-7,22.2%,9,-,-,1.3%,2.3%,69.5%,56.3%,42.5%,52.1%,49.7%,50.9%,1.04,SF (2x)
2004,49,26,23,53.1%,57-41,58.2%,469-406,53.6%,3-4,42.9%,5,-,-,2.0%,5.2%,64.8%,56.0%,44.3%,51.9%,47.1%,49.5%,0.98,SF (3x)
2003,40,19,21,47.5%,44-47,48.4%,408-424,49.0%,8-1,88.9%,4,-,-,3.2%,5.7%,62.3%,56.5%,36.6%,49.0%,40.7%,45.4%,0.80,SF (Canberra)
2002,5,2,3,40.0%,6-7,46.2%,61-62,49.6%,0-0,-,0,,,,,,,,,,,,R32 (US Open)
2001,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R128 (Roland Garros)
Career,664,397,267,59.8%,860-582,59.6%,7014-5932,54.2%,59-41,59.0%,461,-,-,3.6%,7.0%,61.8%,64.5%,44.7%,57.0%,46.6%,51.8%,1.08,
