Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2013 Wimbledon F,W vs Lisicki,69.2%,64.4%,3.1%,2/0,2.33,0.0%,71.4%,66.7%,0.0%,2.29,0.0%,83.3%,60.0%,11.1%,2.41,0.0%
2013 Wimbledon SF,W vs Flipkens,81.1%,70.0%,2.7%,1/0,2.59,82.8%,84.2%,68.8%,5.3%,2.33,89.5%,82.4%,71.4%,0.0%,3.09,70.0%
2013 Dubai QF,L vs Wozniacki,85.3%,48.1%,1.1%,1/0,2.42,0.0%,87.5%,40.8%,0.0%,2.44,0.0%,91.4%,59.4%,2.9%,2.38,0.0%
2012 Montreal R16,L vs Kvitova,67.5%,33.3%,15.0%,1/5,2.49,0.0%,60.0%,26.7%,8.0%,2.33,0.0%,92.3%,41.7%,30.8%,2.94,0.0%
2012 Indian Wells QF,L vs Ivanovic,64.9%,37.8%,3.5%,2/0,2.04,3.0%,53.3%,31.3%,0.0%,1.98,4.0%,84.0%,42.9%,8.0%,2.21,0.0%
2011 Eastbourne F,W vs Kvitova,69.9%,48.3%,13.3%,6/5,2.80,6.2%,71.1%,40.6%,13.3%,2.68,9.3%,86.7%,57.7%,16.7%,3.04,0.0%
2011 Roland Garros SF,L vs Schiavone,74.0%,37.8%,2.0%,1/0,3.00,25.0%,77.4%,45.8%,0.0%,2.94,46.2%,76.5%,23.1%,5.9%,3.07,0.0%
2011 Indian Wells F,L vs Wozniacki,90.7%,48.5%,0.0%,0/0,2.57,1.6%,87.7%,46.0%,0.0%,2.66,2.3%,100.0%,55.6%,0.0%,2.36,0.0%
2011 Doha SF,L vs Wozniacki,86.0%,44.2%,2.0%,1/0,2.45,5.1%,86.7%,38.5%,3.3%,2.57,7.7%,89.5%,52.9%,0.0%,2.22,0.0%
2011 Hobart R32,W vs Safina,85.5%,66.0%,1.6%,1/0,2.53,3.2%,88.6%,61.5%,2.3%,2.30,4.8%,93.3%,78.6%,0.0%,3.02,0.0%
2007 Wimbledon F,L vs Williams,66.0%,42.4%,6.0%,3/0,2.02,0.0%,60.0%,38.1%,2.9%,2.02,0.0%,92.3%,50.0%,15.4%,2.03,0.0%
2007 Wimbledon SF,W vs Henin,77.2%,59.0%,2.5%,2/0,2.52,27.3%,74.0%,59.5%,2.0%,2.43,30.3%,88.9%,58.3%,3.7%,3.08,9.1%
2007 Eastbourne SF,L vs Henin,73.9%,32.4%,8.7%,4/0,2.65,25.7%,73.3%,27.3%,10.0%,2.76,28.0%,80.0%,41.7%,6.7%,2.38,20.0%
Career (13 matches),,76.9%,49.8%,4.4%,71.4%,2.51,12.4%,76.3%,46.9%,3.2%,2.46,15.6%,87.8%,54.3%,7.3%,2.62,5.3%
