Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2013 Wimbledon F,W vs Lisicki,99.6,,,,,106,,,,,,,83
2013 Wimbledon SF,W vs Flipkens,97.6,,,,,104,,,,,,,86
2013 Wimbledon QF,W vs Stephens,95.8,,,,,103,,,,,,,81
2013 Wimbledon R16,W vs Knapp,91.3,,,,,102,,,,,,,67
2013 Wimbledon R32,W vs Giorgi,96.2,,,,,104,,,,,,,84
2013 Wimbledon R64,W vs Mchale,98.8,,,,,105,,,,,,,86
2013 Roland Garros R32,L vs Schiavone,92.2,,,,,101,,,,,,,79
2013 Roland Garros R64,W vs Duque Marino,94.1,,,,,103,,,,,,,78
2013 Roland Garros R128,W vs Govortsova,97.8,,,,,106,,,,,,,78
2013 Australian Open R32,L vs Makarova,96.1,,,,,104,,,,,,,83
2013 Australian Open R64,W vs Dolonc,95.1,,,,,104,,,,,,,78
2013 Australian Open R128,W vs Medina Garrigues,97.6,,,,,106,,,,,,,74
2012 US Open QF,L vs Sharapova,100.3,,,,,108,,,,,,,85
2012 US Open R16,W vs Kvitova,99.8,,,,,109,,,,,,,64
2012 US Open R32,W vs Mladenovic,99.3,,,,,108,,,,,,,80
2012 US Open R64,W vs Oprandi,98.2,,,,,107,,,,,,,80
2012 US Open R128,W vs Hampton,94.4,,,,,106,,,,,,,72
2012 Wimbledon R64,L vs Lucic,96.6,,,,,105,,,,,,,82
2012 Wimbledon R128,W vs Dellacqua,95.0,,,,,106,,,,,,,79
2012 Roland Garros R64,L vs Martic,97.0,,,,,108,,,,,,,82
Career (38 matches),,96.4,100.3,4.0,,,110,82,85.8,5.6,,,111,64
