Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
12,Victoria Azarenka [BLR],3,9,25.0%,1,0,1,0.0%,2007,2012,11,0.84,5.0%,9.6%,59.5%,62.3%,35.5%,51.5%,40.7%,42.0%,41.5%
11,Shuai Peng [CHN],6,5,54.5%,3,1,2,33.3%,2004,2013,10,1.18,2.8%,6.2%,62.1%,66.6%,46.6%,59.0%,48.4%,54.4%,48.9%
11,Anabel Medina Garrigues [ESP],8,3,72.7%,2,2,0,100.0%,2004,2013,8,1.27,4.9%,7.6%,61.4%,68.6%,42.4%,58.5%,52.7%,58.0%,57.4%
11,Vera Dushevina [RUS],4,7,36.4%,3,0,3,0.0%,2004,2012,6,0.96,1.4%,5.8%,63.1%,57.1%,42.4%,51.7%,46.1%,50.7%,47.8%
11,Vera Zvonareva [RUS],2,9,18.2%,0,0,0,-,2003,2011,7,0.79,0.5%,5.7%,65.9%,50.7%,39.6%,46.9%,41.9%,51.3%,39.6%
10,Shahar Peer [ISR],3,7,30.0%,2,0,2,0.0%,2005,2011,7,1.06,1.8%,3.9%,68.0%,62.5%,37.6%,54.5%,48.2%,53.2%,55.7%
9,Jelena Jankovic [SRB],5,4,55.6%,2,2,0,100.0%,2005,2009,8,0.95,3.2%,5.1%,62.2%,55.7%,41.4%,50.3%,47.2%,45.1%,47.8%
9,Ai Sugiyama [JPN],4,5,44.4%,2,2,0,100.0%,2002,2009,6,1.02,4.8%,6.6%,59.4%,60.2%,40.2%,52.1%,48.9%,56.9%,47.1%
8,Francesca Schiavone [ITA],2,6,25.0%,4,3,1,75.0%,2003,2013,6,0.86,4.3%,7.6%,58.6%,60.2%,48.3%,55.2%,38.4%,48.9%,42.4%
8,Caroline Wozniacki [DEN],2,6,25.0%,1,1,0,100.0%,2008,2013,8,0.82,2.9%,6.3%,62.9%,53.8%,43.3%,49.9%,41.2%,48.7%,42.6%
8,Ayumi Morita [JPN],8,0,100.0%,2,2,0,100.0%,2006,2012,8,1.22,3.6%,6.9%,57.2%,68.6%,47.3%,59.5%,49.5%,53.2%,45.9%
8,Lucie Safarova [CZE],7,1,87.5%,1,1,0,100.0%,2007,2012,8,1.22,6.5%,6.0%,62.4%,72.9%,51.2%,64.7%,42.9%,50.0%,47.6%
8,Ana Ivanovic [SRB],3,5,37.5%,3,1,2,33.3%,2005,2012,6,1.00,3.3%,8.5%,54.1%,63.5%,45.0%,55.0%,44.8%,40.0%,47.8%
8,Jill Craybas [USA],7,1,87.5%,1,1,0,100.0%,2004,2010,4,1.36,4.8%,3.8%,70.7%,63.3%,54.1%,60.6%,53.4%,73.1%,56.3%
8,Elena Dementieva [RUS],2,6,25.0%,1,0,1,0.0%,2003,2010,6,0.99,0.5%,5.1%,64.3%,56.0%,39.0%,49.9%,49.6%,53.7%,46.2%
