Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,134,49,85,36.6%,124-186,40.0%,1318-1540,46.1%,14-14,50.0%,14,-,-,1.6%,4.0%,65.6%,57.0%,44.7%,52.7%,39.9%,46.4%,0.84
Clay,143,65,78,45.5%,144-175,45.1%,1419-1511,48.4%,14-16,46.7%,9,-,-,1.3%,4.0%,59.6%,62.6%,40.7%,53.8%,43.7%,49.0%,0.95
Grass,30,12,18,40.0%,26-40,39.4%,296-319,48.1%,3-4,42.9%,7,-,-,2.8%,4.8%,65.2%,60.2%,43.9%,54.5%,42.6%,48.7%,0.94
Carpet,11,2,9,18.2%,8-19,29.6%,106-150,41.4%,2-1,66.7%,2,-,-,3.0%,5.3%,65.9%,60.9%,42.2%,54.5%,30.8%,43.3%,0.68
Grand Slams,64,22,42,34.4%,51-94,35.2%,595-740,44.6%,2-7,22.2%,19,-,-,2.0%,3.8%,62.1%,62.3%,40.6%,54.1%,42.1%,48.2%,0.92
Premiers,64,24,40,37.5%,57-87,39.6%,603-721,45.5%,7-5,58.3%,9,-,-,1.6%,4.3%,67.5%,55.5%,47.3%,52.8%,39.3%,46.2%,0.83
Internationals,109,46,63,42.2%,113-143,44.1%,1168-1247,48.4%,13-14,48.1%,4,-,-,1.7%,6.6%,62.8%,55.3%,47.8%,52.5%,40.3%,47.0%,0.85
Semi-finals,8,0,8,0.0%,2-16,11.1%,57-103,35.6%,0-0,-,0,,,,,,,,,,,
Quarter-finals,19,8,11,42.1%,21-24,46.7%,192-205,48.4%,4-0,100.0%,0,,,,,,,,,,,
vs Righties,281,113,168,40.2%,267-371,41.8%,2765-3114,47.0%,28-32,46.7%,31,-,-,1.8%,4.2%,63.9%,59.0%,43.7%,53.5%,40.8%,47.3%,0.88
vs Lefties,25,9,16,36.0%,22-35,38.6%,250-284,46.8%,2-3,40.0%,1,-,-,2.1%,5.3%,57.9%,74.5%,30.0%,55.8%,50.0%,53.0%,1.13
vs Top 10,15,1,14,6.7%,2-29,6.5%,88-185,32.2%,0-0,-,2,-,-,0.7%,4.3%,66.2%,59.8%,42.6%,54.0%,32.2%,44.1%,0.70
