Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,18,7,11,38.9%,3,1,2,33.3%,1997,2008,R32,4,0.88,3.1%,3.8%,64.5%,62.1%,49.5%,57.6%,37.2%,54.5%,34.8%
Roland Garros,12,Clay,23,11,12,47.8%,1,0,1,0.0%,1997,2008,R16,8,0.98,1.4%,4.1%,60.3%,64.2%,39.5%,54.4%,44.7%,54.9%,50.0%
Wimbledon,12,Grass,19,7,12,36.8%,3,1,2,33.3%,1997,2008,R32,5,0.92,2.6%,3.7%,64.8%,58.8%,42.1%,52.9%,43.1%,47.9%,38.3%
US Open,11,Hard,19,7,12,36.8%,4,1,3,25.0%,1997,2007,R128,2,0.67,0.9%,2.8%,57.8%,65.1%,23.9%,47.7%,34.9%,41.2%,27.3%
Olympics,1,,2,1,1,50.0%,1,1,0,100.0%,2000,2000,R32,0,,,,,,,,,,
Fed Cup,6,,17,10,7,58.8%,2,0,2,0.0%,1999,2008,,0,,,,,,,,,,
Indian Wells,10,Hard,25,15,10,60.0%,7,5,2,71.4%,1998,2008,SF,2,0.96,1.8%,4.3%,72.0%,53.4%,43.5%,50.6%,47.3%,42.9%,66.7%
Rome,10,Clay,19,9,10,47.4%,2,1,1,50.0%,1998,2008,R16,0,,,,,,,,,,
Palermo,10,Clay,17,7,10,41.2%,3,2,1,66.7%,1995,2008,QF,0,,,,,,,,,,
Miami,8,Hard,15,7,8,46.7%,2,1,1,50.0%,2000,2008,R32,1,0.82,0.0%,6.9%,69.0%,57.5%,44.4%,53.4%,38.1%,42.9%,25.0%
Amelia Island,6,Clay,12,6,6,50.0%,0,0,0,-,1997,2005,R16,0,,,,,,,,,,
Acapulco,6,Clay,9,3,6,33.3%,5,1,4,20.0%,2001,2006,R16,0,,,,,,,,,,
