Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Anna Smashnova [ISR],3,5,37.5%,1,1,0,100.0%,1998,2002,0,,,,,,,,,,
7,Kristina Brandi [PUR],7,0,100.0%,1,1,0,100.0%,1997,2006,1,1.24,4.2%,6.3%,64.6%,61.3%,47.1%,56.3%,54.2%,0.0%,60.0%
7,Corina Morariu [USA],3,4,42.9%,1,0,1,0.0%,1997,2003,0,,,,,,,,,,
6,Tatiana Perebiynis [UKR],2,4,33.3%,0,0,0,-,2003,2007,2,0.92,1.2%,4.1%,65.1%,62.7%,39.0%,54.4%,42.0%,52.9%,33.3%
6,Silvija Talaja [CRO],2,4,33.3%,2,1,1,50.0%,1997,2004,1,0.75,0.0%,4.6%,56.9%,64.9%,42.9%,55.4%,33.3%,40.0%,25.0%
6,Jelena Dokic [AUS],0,6,0.0%,0,0,0,-,1999,2003,2,0.66,5.8%,1.7%,56.7%,64.7%,26.9%,48.3%,34.0%,58.3%,33.3%
6,Catalina Cristea [ROU],1,5,16.7%,3,1,2,33.3%,1994,2000,0,,,,,,,,,,
5,Jelena Kostanic Tosic [CRO],4,1,80.0%,3,3,0,100.0%,1999,2008,0,,,,,,,,,,
5,Stephanie Foretz Gacon [FRA],2,3,40.0%,1,1,0,100.0%,1999,2007,0,,,,,,,,,,
5,Stephanie Cohen Aloro [FRA],3,2,60.0%,0,0,0,-,2002,2007,1,1.25,2.5%,2.5%,60.5%,71.4%,46.9%,61.7%,47.9%,40.0%,26.3%
5,Meghann Shaughnessy [USA],1,4,20.0%,1,0,1,0.0%,1999,2007,1,0.87,0.0%,1.7%,75.0%,66.7%,46.7%,61.7%,33.3%,71.4%,0.0%
5,Anne Kremer [LUX],1,4,20.0%,1,0,1,0.0%,1998,2007,0,,,,,,,,,,
5,Denisa Chladkova [CZE],1,4,20.0%,2,1,1,50.0%,1997,2006,0,,,,,,,,,,
5,Cristina Torrens Valero [ESP],2,3,40.0%,2,0,2,0.0%,1998,2004,0,,,,,,,,,,
5,Conchita Martinez [ESP],1,4,20.0%,0,0,0,-,2001,2004,1,0.82,0.0%,0.0%,56.1%,45.9%,37.9%,42.4%,47.1%,36.4%,80.0%
