Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2008,5,2,3,40.0%,4-7,36.4%,50-59,45.9%,0-0,-,1,-,-,0.0%,6.9%,69.0%,57.5%,44.4%,53.4%,38.1%,45.5%,0.82,
2007,14,4,10,28.6%,9-21,30.0%,114-145,44.0%,0-0,-,7,-,-,0.6%,4.7%,65.2%,54.5%,46.9%,51.8%,37.3%,45.0%,0.77,R16 (Barcelona)
2006,24,7,17,29.2%,20-35,36.4%,241-286,45.7%,3-4,42.9%,9,-,-,1.8%,5.7%,67.8%,57.3%,39.3%,51.5%,42.8%,47.3%,0.88,R16 (4x)
2005,25,10,15,40.0%,21-35,37.5%,243-279,46.6%,1-3,25.0%,5,-,-,3.3%,5.1%,59.1%,66.7%,43.8%,57.3%,43.7%,50.7%,1.02,QF (Bogota)
2004,27,8,19,29.6%,21-41,33.9%,233-320,42.1%,3-1,75.0%,5,-,-,0.9%,2.4%,63.2%,59.1%,48.0%,55.0%,37.3%,46.4%,0.83,R16 (4x)
2003,48,25,23,52.1%,54-53,50.5%,501-501,50.0%,5-3,62.5%,5,-,-,3.1%,1.4%,58.6%,64.9%,38.9%,54.2%,43.8%,48.8%,0.96,SF (2x)
2002,43,20,23,46.5%,47-54,46.5%,461-484,48.8%,8-5,61.5%,0,,,,,,,,,,,,SF (2x)
2001,29,12,17,41.4%,34-40,45.9%,335-348,49.0%,1-4,20.0%,0,,,,,,,,,,,,QF (2x)
2000,37,15,22,40.5%,36-49,42.4%,379-423,47.3%,2-7,22.2%,0,,,,,,,,,,,,SF (Sao Paulo)
1999,27,11,16,40.7%,24-32,42.9%,245-259,48.6%,1-3,25.0%,0,,,,,,,,,,,,SF (Cairo)
1998,17,5,12,29.4%,12-26,31.6%,147-202,42.1%,3-1,75.0%,0,,,,,,,,,,,,SF (Maria Lankowitz)
1997,16,7,9,43.8%,17-19,47.2%,154-158,49.4%,2-3,40.0%,0,,,,,,,,,,,,SF (Bol)
1996,3,2,1,66.7%,2-2,50.0%,16-17,48.5%,3-1,75.0%,0,,,,,,,,,,,,QF (Karlovy Vary)
1995,3,0,3,0.0%,1-6,14.3%,20-39,33.9%,1-0,100.0%,0,,,,,,,,,,,,R32 (3x)
Career,318,128,190,40.3%,302-420,41.8%,3139-3520,47.1%,33-35,48.5%,32,-,-,1.8%,4.3%,63.7%,59.6%,43.0%,53.6%,41.1%,47.5%,0.89,
