Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,6,3,3,50.0%,7-6,53.8%,64-62,50.8%,1-0,100.0%,6,62.3%,39.1%,1.5%,5.6%,69.2%,59.3%,46.5%,55.3%,46.4%,50.7%,1.04,QF (W35 Maanshan)
2025,42,24,18,57.1%,53-38,58.2%,467-399,53.9%,3-7,30.0%,41,56.0%,53.4%,1.9%,9.6%,62.7%,59.7%,40.8%,52.6%,51.0%,51.8%,1.08,W (W15 Maanshan)
2024,18,6,12,33.3%,15-25,37.5%,164-204,44.6%,2-1,66.7%,0,,,,,,,,,,,,SF (W35 Qian Daohu)
2023,48,26,22,54.2%,61-44,58.1%,514-423,54.9%,3-6,33.3%,0,,,,,,,,,,,,W (W25 Kyoto)
2022,29,12,17,41.4%,28-35,44.4%,280-297,48.5%,2-2,50.0%,0,,,,,,,,,,,,SF (W60 Nur-Sultan)
2021,19,5,14,26.3%,13-28,31.7%,181-210,46.3%,0-3,0.0%,0,,,,,,,,,,,,R16 (4x)
2020,18,12,6,66.7%,26-17,60.5%,217-197,52.4%,5-3,62.5%,1,12.5%,37.5%,2.2%,8.7%,37.0%,35.3%,31.0%,32.6%,36.8%,34.5%,0.55,W (W25 Trnava)
2019,37,19,18,51.4%,42-41,50.6%,386-372,50.9%,2-5,28.6%,0,,,,,,,,,,,,W (W25 Khimki)
2018,21,12,9,57.1%,27-25,51.9%,247-246,50.1%,0-5,0.0%,0,,,,,,,,,,,,F (Trnava $15K)
2017,7,3,4,42.9%,6-8,42.9%,56-64,46.7%,0-0,-,0,,,,,,,,,,,,QF (Moscow $15K)
2016,2,1,1,50.0%,2-3,40.0%,16-25,39.0%,0-0,-,0,,,,,,,,,,,,R16 (Moscow $10K)
Career,247,123,124,49.8%,280-270,50.9%,2592-2499,50.9%,18-32,36.0%,48,56.1%,51.3%,1.8%,9.1%,63.1%,59.4%,41.1%,52.7%,50.2%,51.4%,1.06,
