Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,302,227,75,75.2%,458-184,71.3%,3411-2362,59.1%,20-13,60.6%,0,,,,,,,,,,,
Clay,364,246,118,67.6%,520-274,65.5%,4060-3156,56.3%,12-10,54.5%,0,,,,,,,,,,,
Grass,441,325,116,73.7%,677-286,70.3%,5224-3712,58.5%,17-17,50.0%,0,,,,,,,,,,,
Carpet,497,359,138,72.2%,739-322,69.7%,5674-4134,57.9%,40-36,52.6%,0,,,,,,,,,,,
Grand Slams,202,142,60,70.3%,295-135,68.6%,2250-1648,57.7%,14-13,51.9%,0,,,,,,,,,,,
Premiers,2,1,1,50.0%,2-3,40.0%,21-26,44.7%,0-0,-,0,,,,,,,,,,,
Finals,142,78,64,54.9%,168-153,52.3%,1547-1513,50.6%,7-4,63.6%,0,,,,,,,,,,,
Semi-finals,239,136,103,56.9%,300-235,56.1%,2650-2421,52.3%,12-12,50.0%,0,,,,,,,,,,,
Quarter-finals,294,221,73,75.2%,457-182,71.5%,3456-2453,58.5%,20-14,58.8%,0,,,,,,,,,,,
vs Righties,940,610,330,64.9%,1281-756,62.9%,10439-8574,54.9%,61-56,52.1%,0,,,,,,,,,,,
vs Lefties,135,83,52,61.5%,168-125,57.3%,1440-1274,53.1%,8-8,50.0%,0,,,,,,,,,,,
vs Top 10,6,1,5,16.7%,3-11,21.4%,44-81,35.2%,0-0,-,0,,,,,,,,,,,
