Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1985,,,75,1719,49,1674,82,1622,44,1688,,,,
1984,61,,67,1746,43,1682,72,1635,37,1699,,,,
1983,,,39,1806,32,1714,51,1676,26,1736,,,,
1982,,,44,1799,31,1713,49,1672,28,1715,,,,
1981,,,24,1840,21,1738,33,1706,18,1745,,,,
1980,,,18,1889,14,1764,25,1731,15,1790,,,,
1979,,,8,1968,5,1838,16,1756,9,1839,,,,
1978,,,4,2007,4,1884,,,5,1841,,,,
1977,,,6,2016,5,1820,8,1837,5,1878,,,,
1976,,,3,2064,3,1868,5,1897,3,1946,,,,
1975,,,4,2137,3,1971,5,1990,4,2021,,,,
1974,,,4,2129,2,1998,4,1988,4,1993,,,,
1973,,,5,2099,5,1944,5,1968,5,1993,,,,
1972,,,6,2079,6,1901,6,1968,6,1974,,,,
1971,,,6,2101,6,1890,9,1988,5,1972,,,,
1970,,,5,2087,5,1925,9,1962,5,1987,,,,
1969,,,4,2121,4,1922,7,1951,5,2017,,,,
1968,,,6,2084,6,1888,6,1950,5,2025,,,,
1967,,,5,2040,5,1838,7,1926,5,1944,,,,
1966,,,10,1916,9,1723,13,1813,9,1848,,,,
1965,,,23,1787,,,24,1700,19,1735,,,,
1964,,,28,1760,,,28,1658,24,1686,,,,
1963,,,49,1635,,,47,1573,50,1521,,,,
1962,,,76,1480,,,83,1380,62,1443,,,,
