Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1985,16,7,9,43.8%,17-19,47.2%,162-183,47.0%,1-2,33.3%,0,,,,,,,,,,,,R16 (Marco Island)
1984,17,6,11,35.3%,17-24,41.5%,168-204,45.2%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
1983,23,12,11,52.2%,22-27,44.9%,212-228,48.2%,4-1,80.0%,0,,,,,,,,,,,,QF (Wimbledon)
1982,21,7,14,33.3%,17-29,37.0%,182-228,44.4%,2-3,40.0%,0,,,,,,,,,,,,QF (Deerfield Beach)
1981,60,32,28,53.3%,71-61,53.8%,597-562,51.5%,3-9,25.0%,0,,,,,,,,,,,,F (Oakland)
1980,54,29,25,53.7%,58-52,52.7%,496-476,51.0%,11-8,57.9%,0,,,,,,,,,,,,F (2x)
1979,83,52,31,62.7%,102-60,63.0%,792-635,55.5%,9-5,64.3%,0,,,,,,,,,,,,F (3x)
1978,100,72,28,72.0%,140-63,69.0%,1049-773,57.6%,11-8,57.9%,0,,,,,,,,,,,,W (3x)
1977,74,53,21,71.6%,106-43,71.1%,804-558,59.0%,5-7,41.7%,0,,,,,,,,,,,,W (3x)
1976,73,52,21,71.2%,105-58,64.4%,825-666,55.3%,7-7,50.0%,0,,,,,,,,,,,,W (2x)
1975,90,73,17,81.1%,144-49,74.6%,1073-723,59.7%,6-10,37.5%,0,,,,,,,,,,,,W (6x)
1974,84,66,18,78.6%,139-48,74.3%,1021-697,59.4%,10-4,71.4%,0,,,,,,,,,,,,W (5x)
1973,80,64,16,80.0%,131-37,78.0%,934-555,62.7%,3-4,42.9%,0,,,,,,,,,,,,W (6x)
1972,112,85,27,75.9%,179-64,73.7%,1318-848,60.8%,4-7,36.4%,0,,,,,,,,,,,,W (5x)
1971,88,69,19,78.4%,143-49,74.5%,1056-708,59.9%,10-0,100.0%,0,,,,,,,,,,,,W (8x)
1970,91,68,23,74.7%,141-58,70.9%,1106-801,58.0%,2-2,50.0%,0,,,,,,,,,,,,W (5x)
1969,105,84,21,80.0%,178-53,77.1%,1296-852,60.3%,0-0,-,0,,,,,,,,,,,,W (7x)
1968,109,89,20,81.7%,184-58,76.0%,1386-898,60.7%,0-0,-,0,,,,,,,,,,,,W (10x)
1967,98,77,21,78.6%,159-52,75.4%,1198-774,60.8%,0-0,-,0,,,,,,,,,,,,W (8x)
1966,78,59,19,75.6%,125-48,72.3%,952-633,60.1%,0-0,-,0,,,,,,,,,,,,W (4x)
1965,60,41,19,68.3%,90-44,67.2%,701-514,57.7%,0-0,-,0,,,,,,,,,,,,F (3x)
1964,56,40,16,71.4%,86-44,66.2%,692-538,56.3%,0-0,-,0,,,,,,,,,,,,W (2x)
1963,33,23,10,69.7%,45-28,61.6%,380-316,54.6%,0-0,-,0,,,,,,,,,,,,W (3x)
1962,24,12,12,50.0%,28-23,54.9%,257-238,51.9%,0-0,-,0,,,,,,,,,,,,W (Tunbridge Wells)
Career,1629,1172,457,71.9%,2427-1091,69.0%,18657-13608,57.8%,89-78,53.3%,0,,,,,,,,,,,,
