Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
44,Chris Evert [USA],6,38,13.6%,4,2,2,50.0%,1971,1982,0,,,,,,,,,,
43,Billie Jean King [USA],11,32,25.6%,6,2,4,33.3%,1964,1981,0,,,,,,,,,,
42,Evonne Goolagong [AUS],11,31,26.2%,8,3,5,37.5%,1970,1983,0,,,,,,,,,,
32,Julie Heldman [USA],25,7,78.1%,3,1,2,33.3%,1968,1975,0,,,,,,,,,,
31,Betty Stove [NED],26,5,83.9%,8,4,4,50.0%,1967,1982,0,,,,,,,,,,
31,Rosie Casals [USA],16,15,51.6%,6,2,4,33.3%,1966,1980,0,,,,,,,,,,
31,Margaret Court [AUS],4,27,12.9%,3,0,3,0.0%,1965,1977,0,,,,,,,,,,
30,Francoise Durr [FRA],24,6,80.0%,2,1,1,50.0%,1964,1978,0,,,,,,,,,,
28,Martina Navratilova [USA],8,20,28.6%,7,2,5,28.6%,1974,1985,0,,,,,,,,,,
27,Ann Jones [GBR],9,18,33.3%,0,0,0,-,1963,1970,0,,,,,,,,,,
24,Winnie Shaw [GBR],20,4,83.3%,1,1,0,100.0%,1967,1974,0,,,,,,,,,,
22,Kerry Reid [AUS],18,4,81.8%,2,1,1,50.0%,1966,1979,0,,,,,,,,,,
18,Patricia Walkden [RSA],11,7,61.1%,0,0,0,-,1965,1974,0,,,,,,,,,,
16,Pam Teeguarden [USA],16,0,100.0%,3,2,1,66.7%,1968,1981,0,,,,,,,,,,
16,Mima Jausovec [SLO],14,2,87.5%,6,4,2,66.7%,1974,1980,0,,,,,,,,,,
