Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Evansville IN R16,L vs Subhash,83% (5/6),67% (2/3),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2019 W25 Evansville IN R32,W vs Hozumi,65% (11/17),50% (4/8),2/3,1/1,75% (6/8),1/2,0/0,- (0/0),- (0/0)
2019 W25 Gatineau R32,L vs Emma,60% (6/10),80% (4/5),1/2,0/0,30% (3/10),1/3,1/2,- (0/0),- (0/0)
2019 W15 Orlando FL R32,L vs Min,75% (3/4),0% (0/4),0/0,0/0,56% (5/9),0/2,0/1,- (0/0),- (0/0)
2019 W15 Cancun R16,W vs Kuczer,54% (7/13),56% (5/9),2/3,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Cancun R32,W vs Christensen,53% (8/15),57% (4/7),2/5,1/2,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Cancun R32,L vs Krywoj,42% (5/12),17% (1/6),0/0,0/0,60% (6/10),1/3,1/2,50% (3/6),17% (1/6)
2019 W15 Cancun R16,W vs Lynn,59% (10/17),42% (5/12),2/5,1/3,63% (5/8),3/4,0/0,- (0/0),- (0/0)
2019 W15 Cancun R32,W vs Pedretti,54% (13/24),50% (5/10),2/4,1/1,75% (9/12),1/2,0/0,67% (8/12),36% (4/11)
2019 W15 Cancun SF,L vs Sanchez,60% (6/10),33% (1/3),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2019 W15 Cancun R16,W vs Kent,54% (7/13),58% (11/19),2/4,1/1,27% (3/11),7/8,0/0,56% (5/9),33% (3/9)
2019 W15 Cancun R32,W vs Bouzo Zanotti,60% (6/10),67% (6/9),2/4,1/3,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2019 W15 Cancun R32,L vs Kawaguchi,42% (10/24),36% (4/11),1/3,0/0,44% (4/9),1/3,0/1,- (0/0),- (0/0)
2019 W15 Cancun R16,L vs Appleton,50% (4/8),27% (3/11),0/0,0/0,40% (4/10),1/3,1/2,- (0/0),- (0/0)
2019 W15 Monastir R32,L vs Spiteri,44% (4/9),40% (4/10),0/0,0/0,54% (7/13),4/6,3/4,- (0/0),- (0/0)
2019 W15 Monastir R16,L vs Bulgaru,100% (1/1),33% (1/3),0/0,0/0,40% (4/10),0/2,0/1,- (0/0),- (0/0)
2019 W15 Monastir R32,W vs Girard,44% (7/16),40% (6/15),2/5,1/1,71% (12/17),0/1,0/0,- (0/0),- (0/0)
2019 W15 Monastir R32,L vs Stokke,50% (2/4),100% (3/3),0/0,0/0,33% (3/9),1/3,0/1,- (0/0),- (0/0)
2019 W15 Monastir R16,L vs Bronzetti,25% (2/8),33% (1/3),0/0,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2019 W15 Monastir R32,W vs Closs,78% (7/9),83% (5/6),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 (22 matches),,53.9%,48.3%,47.8%,55.6%,49.5%,42.3%,36.8%,51.6%,27.6%
2017 (10 matches),,65.2%,53.0%,69.2%,57.1%,48.7%,52.0%,40.0%,63.6%,27.3%
2016 (7 matches),,50.0%,40.4%,46.7%,42.9%,54.1%,23.1%,42.9%,50.0%,33.3%
2015 (7 matches),,48.2%,37.5%,21.4%,50.0%,51.6%,42.9%,53.8%,50.0%,37.5%
Career (46 matches),,54.2%,46.4%,46.6%,52.9%,50.4%,42.3%,42.9%,52.8%,31.4%
