Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,4,1,3,25.0%,3,0,3,0.0%,2022,2024,R128,4,0.85,7.9%,2.4%,60.6%,72.3%,46.0%,61.9%,32.2%,61.8%,39.1%
Roland Garros,4,Clay,9,4,5,44.4%,2,1,1,50.0%,2019,2024,R64,9,0.98,4.6%,2.7%,66.2%,67.4%,45.6%,60.1%,39.1%,63.6%,40.2%
Wimbledon,5,Grass,6,1,5,16.7%,4,2,2,50.0%,2015,2024,R128,5,0.89,7.2%,2.9%,64.8%,72.5%,45.9%,63.1%,33.0%,62.2%,25.9%
US Open,4,Hard,6,2,4,33.3%,3,3,0,100.0%,2019,2024,R32,6,0.90,8.0%,4.5%,58.9%,67.6%,49.3%,60.1%,36.0%,43.9%,32.7%
Davis Cup,1,,1,0,1,0.0%,0,0,0,-,2023,2023,,0,,,,,,,,,,
Gstaad,3,Clay,9,7,2,77.8%,3,2,1,66.7%,2015,2024,W,6,1.20,6.4%,2.7%,65.5%,73.3%,52.1%,66.0%,40.6%,68.0%,47.5%
Lyon,2,Clay,5,2,3,40.0%,0,0,0,-,2023,2024,R16,5,0.85,3.4%,4.5%,57.7%,69.4%,40.4%,57.1%,36.2%,61.7%,42.9%
Rome Masters,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2023,2024,R128,2,0.95,9.1%,4.5%,68.2%,64.2%,50.0%,59.7%,38.2%,58.8%,41.7%
Madrid Masters,3,Clay,8,5,3,62.5%,6,5,1,83.3%,2018,2024,R16,8,1.03,5.3%,2.2%,62.0%,70.8%,52.3%,63.8%,37.3%,62.3%,44.0%
Barcelona,5,Clay,10,5,5,50.0%,2,0,2,0.0%,2015,2024,R32,10,1.02,6.3%,2.6%,61.7%,68.7%,50.9%,61.9%,38.8%,48.3%,50.8%
Estoril,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2023,2024,R16,3,0.88,5.5%,6.0%,60.5%,68.6%,36.7%,56.0%,38.7%,50.0%,42.9%
