Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Australian Open R128,L vs De Jong,4.4,4.0,4.8,38.3%,52.9%,41.9%,65.0%,50.5%,14.4%,6.0,3.3,-4.5,-2.8
2023 Gstaad F,W vs Ramos,4.6,3.8,5.5,57.8%,51.2%,50.0%,47.6%,50.0%,16.1%,17.0,11.3,-2.5,-1.8
2023 Madrid CH F,L vs Shevchenko,4.6,5.1,3.9,48.3%,41.9%,44.4%,28.6%,60.6%,16.1%,-5.5,-4.4,-2.5,-3.3
2022 US Open R64,W vs Holt,5.1,4.7,5.5,48.7%,57.6%,42.3%,52.3%,41.6%,18.3%,-2.0,-0.9,-3.5,-1.1
2022 Verona CH F,L vs Maestrelli,5.1,4.9,5.3,46.6%,33.3%,38.2%,70.0%,47.5%,8.2%,5.5,3.9,-7.0,-4.6
2019 Bordeaux CH R64,W vs Maamoun,5.1,5.2,5.1,60.9%,58.6%,62.5%,53.8%,46.9%,18.5%,2.5,2.7,3.5,3.6
2019 Cordoba QF,L vs Londero,3.5,3.1,4.1,51.9%,32.3%,13.3%,80.0%,47.5%,11.1%,1.0,1.0,-10.0,-9.8
2019 Cordoba R32,W vs Norrie,3.8,4.1,3.5,53.4%,52.0%,66.7%,83.3%,53.4%,16.0%,12.5,14.2,-0.5,-0.8
2016 Seville CH SF,L vs Ruud,4.5,4.4,4.6,50.0%,50.0%,28.0%,35.7%,49.5%,17.4%,4.5,3.6,-10.5,-8.8
2015 Sevilla CH F,W vs Carreno Busta,5.5,5.7,5.4,55.0%,50.0%,51.9%,55.6%,45.2%,11.4%,8.5,6.4,5.0,3.2
Career (10 matches),,4.7,4.5,4.9,50.1%,49.1%,42.8%,55.0%,48.1%,15.1%,5.0,3.6,-3.3,-2.3
