Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Australian Open R128,L vs De Jong,70.5%,39.2%,8.9%,4/6,2.27,27.0%,64.0%,39.6%,4.0%,2.22,43.2%,88.6%,38.7%,20.0%,2.33,3.3%
2023 Gstaad F,W vs Ramos,85.7%,48.6%,3.6%,2/1,2.27,9.8%,81.5%,38.6%,3.7%,2.22,14.6%,100.0%,64.3%,3.6%,2.38,0.0%
2023 Madrid CH F,L vs Shevchenko,72.9%,37.1%,2.1%,0/1,2.45,4.8%,65.0%,23.1%,0.0%,2.48,9.4%,81.5%,45.5%,3.7%,2.42,0.0%
2022 US Open R64,W vs Holt,76.4%,46.7%,1.9%,2/1,2.12,16.8%,71.1%,37.7%,1.0%,2.00,29.8%,89.5%,58.8%,3.5%,2.27,0.0%
2022 Verona CH F,L vs Maestrelli,77.2%,37.7%,5.1%,3/1,2.11,7.5%,78.3%,38.9%,2.2%,2.13,12.5%,83.3%,36.0%,10.0%,2.08,0.0%
2019 Bordeaux CH R64,W vs Maamoun,86.8%,54.3%,1.9%,1/0,2.10,15.0%,87.9%,51.7%,0.0%,2.17,20.7%,94.4%,58.8%,5.6%,1.91,0.0%
2019 Cordoba QF,L vs Londero,71.4%,38.0%,14.3%,5/5,2.28,8.9%,68.8%,42.4%,4.2%,2.15,18.5%,81.0%,29.4%,38.1%,2.40,0.0%
2019 Cordoba R32,W vs Norrie,73.4%,48.9%,4.7%,0/3,2.35,3.0%,71.1%,40.7%,0.0%,2.30,6.7%,83.3%,60.0%,12.5%,2.39,0.0%
2016 Seville CH SF,L vs Ruud,80.5%,37.1%,1.3%,1/0,2.18,12.5%,82.4%,35.7%,0.0%,2.05,35.0%,80.0%,40.0%,4.0%,2.26,0.0%
2015 Sevilla CH F,W vs Carreno Busta,81.7%,51.7%,1.4%,1/0,2.53,17.2%,83.3%,45.0%,2.1%,2.59,25.0%,90.0%,66.7%,0.0%,2.39,0.0%
Career (10 matches),,77.3%,44.1%,4.5%,51.4%,2.26,13.3%,74.7%,39.9%,2.0%,2.23,23.1%,87.4%,50.6%,9.5%,2.30,0.4%
