Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,13,4,9,30.8%,10-18,35.7%,116-139,45.5%,0-2,0.0%,13,64.1%,27.2%,3.2%,2.5%,65.1%,63.4%,42.5%,56.1%,39.3%,48.0%,0.89,R16 (4x)
2024,15,8,7,53.3%,19-17,52.8%,181-181,50.0%,5-2,71.4%,15,74.3%,24.4%,5.8%,3.1%,62.9%,67.0%,53.2%,61.9%,38.9%,50.2%,1.02,SF (2x)
2023,25,17,8,68.0%,34-23,59.6%,298-256,53.8%,4-5,44.4%,25,83.9%,23.9%,6.8%,2.6%,61.2%,72.0%,53.3%,64.8%,38.7%,51.6%,1.10,F (Madrid)
2022,49,38,11,77.6%,81-34,70.4%,628-466,57.4%,12-9,57.1%,49,81.0%,33.1%,7.0%,2.2%,60.5%,71.0%,53.4%,64.0%,43.0%,53.4%,1.20,W (4x)
2021,34,17,17,50.0%,44-38,53.7%,428-401,51.6%,7-8,46.7%,34,75.7%,27.8%,4.4%,2.8%,60.7%,69.0%,50.4%,61.7%,41.5%,51.3%,1.08,W (Oeiras 2)
2020,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,81.8%,9.1%,7.8%,1.6%,65.6%,69.0%,63.6%,67.2%,34.5%,48.3%,1.05,R64 (Punta Del Este)
2019,37,12,25,32.4%,35-51,40.7%,374-413,47.5%,0-6,0.0%,37,65.5%,30.1%,3.2%,3.5%,62.6%,64.2%,44.4%,56.8%,41.0%,48.9%,0.95,R16 (3x)
2018,32,14,18,43.8%,32-41,43.8%,327-356,47.9%,5-3,62.5%,32,68.8%,26.5%,4.4%,4.1%,58.9%,66.3%,46.0%,58.0%,39.1%,48.9%,0.93,F (Buenos Aires)
2017,12,6,6,50.0%,13-15,46.4%,136-129,51.3%,2-1,66.7%,12,69.9%,31.8%,6.0%,5.4%,55.2%,68.5%,48.8%,59.7%,41.1%,50.3%,1.02,SF (Rio De Janeiro)
2016,17,6,11,35.3%,19-24,44.2%,206-231,47.1%,7-3,70.0%,17,70.8%,23.4%,5.8%,6.1%,52.5%,69.5%,49.5%,60.0%,39.7%,49.4%,0.99,SF (Seville)
2015,33,16,17,48.5%,34-41,45.3%,339-362,48.4%,5-5,50.0%,33,66.6%,31.1%,4.2%,5.0%,57.7%,65.5%,46.7%,57.5%,41.9%,49.5%,0.99,W (Seville)
2014,16,9,7,56.3%,18-16,52.9%,158-164,49.1%,4-2,66.7%,16,67.3%,30.8%,5.2%,4.0%,59.9%,65.9%,46.9%,58.3%,42.7%,50.2%,1.02,SF (2x)
2013,4,1,3,25.0%,4-6,40.0%,46-50,47.9%,0-1,0.0%,4,66.7%,29.8%,1.8%,4.2%,62.0%,63.2%,45.3%,56.4%,36.8%,47.6%,0.84,R16 (Lima)
Career,288,148,140,51.4%,343-326,51.3%,3247-3161,50.7%,51-48,51.5%,288,72.7%,28.6%,5.1%,3.6%,60.0%,67.7%,49.0%,60.2%,40.9%,50.5%,1.03,
