Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,21,5,16,23.8%,19-41,31.7%,254-324,43.9%,5-6,45.5%,20,73.9%,14.2%,7.9%,2.3%,64.8%,67.9%,47.3%,60.7%,32.7%,47.0%,0.83
Clay,49,20,29,40.8%,55-68,44.7%,576-610,48.6%,9-10,47.4%,49,74.9%,21.8%,6.1%,3.1%,62.6%,69.6%,47.2%,61.3%,37.0%,49.3%,0.96
Grass,2,0,2,0.0%,0-5,0.0%,15-31,32.6%,0-1,0.0%,2,62.5%,4.5%,10.1%,2.0%,67.1%,61.0%,42.9%,55.0%,29.0%,42.5%,0.64
Grand Slams,12,4,8,33.3%,17-31,35.4%,206-248,45.4%,3-4,42.9%,12,73.6%,17.3%,7.2%,3.1%,64.3%,69.5%,46.9%,61.4%,34.9%,48.0%,0.91
Masters,15,6,9,40.0%,17-19,47.2%,173-184,48.5%,6-3,66.7%,15,75.8%,18.8%,6.3%,2.6%,64.4%,67.7%,50.0%,61.4%,36.0%,49.3%,0.93
Other Tours,44,15,29,34.1%,40-62,39.2%,458-520,46.8%,5-10,33.3%,44,74.0%,19.8%,6.7%,2.8%,62.7%,69.0%,46.2%,60.5%,35.6%,48.3%,0.90
Best of 5,12,4,8,33.3%,17-31,35.4%,206-248,45.4%,3-4,42.9%,12,73.6%,17.3%,7.2%,3.1%,64.3%,69.5%,46.9%,61.4%,34.9%,48.0%,0.91
Best of 3,60,21,39,35.0%,57-83,40.7%,639-717,47.1%,11-13,45.8%,59,74.5%,19.6%,6.6%,2.7%,63.1%,68.7%,47.2%,60.8%,35.7%,48.6%,0.91
Finals,1,1,0,100.0%,2-1,66.7%,16-11,59.3%,0-0,-,1,78.6%,38.5%,8.0%,5.7%,65.9%,69.0%,53.3%,63.6%,44.0%,54.1%,1.21
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-4,75.0%,0-0,-,1,100.0%,50.0%,7.9%,0.0%,63.2%,91.7%,71.4%,84.2%,44.9%,62.1%,2.84
Quarter-finals,3,1,2,33.3%,2-4,33.3%,28-31,47.5%,0-1,0.0%,3,79.3%,17.2%,3.5%,1.0%,61.1%,69.4%,46.8%,60.6%,35.1%,48.2%,0.89
vs Righties,54,18,36,33.3%,52-87,37.4%,627-723,46.4%,12-15,44.4%,53,74.0%,19.1%,6.5%,2.6%,64.1%,68.6%,46.5%,60.7%,35.4%,48.2%,0.90
vs Lefties,18,7,11,38.9%,22-27,44.9%,218-242,47.4%,2-2,50.0%,18,75.0%,18.8%,7.4%,3.5%,61.4%,69.7%,48.8%,61.7%,35.7%,49.0%,0.93
vs Top 10,2,0,2,0.0%,0-5,0.0%,18-31,36.7%,0-1,0.0%,2,72.0%,4.2%,7.6%,2.5%,67.1%,66.0%,42.3%,58.2%,28.5%,44.0%,0.68
