Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1979,5,5,0,100.0%,9-1,90.0%,58-30,65.9%,1-0,100.0%,0,,,,,,,,,,,,W (Pasadena Futures)
Career,5,5,0,100.0%,9-1,90.0%,58-30,65.9%,1-0,100.0%,0,,,,,,,,,,,,
