Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,24,14,10,58.3%,5,1,4,20.0%,1971,1988,F,0,,,,,,,,,,
Roland Garros,8,Clay,10,2,8,20.0%,1,1,0,100.0%,1972,1987,R32,0,,,,,,,,,,
Wimbledon,16,Grass,25,9,16,36.0%,2,1,1,50.0%,1970,1988,R32,0,,,,,,,,,,
US Open,18,Hard,27,9,18,33.3%,3,2,1,66.7%,1969,1987,R16,0,,,,,,,,,,
Fed Cup,1,,3,1,2,33.3%,0,0,0,-,1970,1970,,0,,,,,,,,,,
Eastbourne,13,Grass,19,6,13,31.6%,1,0,1,0.0%,1970,1988,R32,0,,,,,,,,,,
Sydney,12,Grass,23,11,12,47.8%,5,1,4,20.0%,1971,1988,R16,0,,,,,,,,,,
Washington,8,Carpet,10,2,8,20.0%,0,0,0,-,1987,1985,R16,0,,,,,,,,,,
Wimbledon Plate,7,Grass,22,15,7,68.2%,0,0,0,-,1972,1980,F,0,,,,,,,,,,
Atlanta,7,Hard,18,11,7,61.1%,2,0,2,0.0%,1975,1983,QF,0,,,,,,,,,,
Dallas,7,Carpet,11,4,7,36.4%,1,0,1,0.0%,1973,1982,QF,0,,,,,,,,,,
