Date,Tournament,Surface,Rd,,Score
21-Dec-1970,Adelaide,Grass,F,Kerry Harris [AUS] / Olga Morozova [URS] d. Walsh Pete / Patti Hogan [USA],8-6 6-8 6-3
02-Nov-1970,Torquay,Carpet,F,Ann Jones / Virginia Wade [GBR] d. Walsh Pete / Janice Townsend [GBR],6-3 6-4
13-Oct-1970,Edinburgh,Carpet,F,Francoise Durr [FRA] / Patti Hogan [USA] d. Walsh Pete / Betty Stove [NED],10-8 3-6 11-9
21-Sep-1970,Los Angeles,Hard,F,Walsh Pete / Janet Newberry [USA] d. Esme Emmanuel [RSA] / Cecilia Martinez [USA],6-3 6-4
27-Apr-1970,Portola Valley,Hard,F,Walsh Pete / Gail Hansen [USA] d. Barbara Downs / Lynne Abbes [USA],6-3 6-1
20-Apr-1970,Ojai,Hard,F,Walsh Pete / Betty Ann Grubb [USA] d. Janet Newberry / Eliza Pande [USA],UNK
16-Oct-1969,Fresno,Hard,F,Denise Carter / Kate Latham [USA] d. Walsh Pete / Esme Emmanuel [RSA],6-4 8-6
