Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
15,Virginia Wade [GBR],3,12,20.0%,2,1,1,50.0%,1970,1981,0,,,,,,,,,,
12,Wendy Turnbull [AUS],4,8,33.3%,2,1,1,50.0%,1973,1987,0,,,,,,,,,,
11,Evonne Goolagong [AUS],0,11,0.0%,0,0,0,-,1970,1981,0,,,,,,,,,,
10,Chris Evert [USA],0,10,0.0%,0,0,0,-,1973,1987,0,,,,,,,,,,
10,Mima Jausovec [SLO],3,7,30.0%,0,0,0,-,1977,1983,0,,,,,,,,,,
9,Martina Navratilova [USA],0,9,0.0%,0,0,0,-,1977,1985,0,,,,,,,,,,
9,Virginia Ruzici [ROU],0,9,0.0%,4,1,3,25.0%,1974,1983,0,,,,,,,,,,
8,Kathy Jordan [USA],2,6,25.0%,0,0,0,-,1980,1985,0,,,,,,,,,,
8,Yvonne Vermaak [RSA],3,5,37.5%,2,1,1,50.0%,1974,1985,0,,,,,,,,,,
8,Betty Stove [NED],2,6,25.0%,1,0,1,0.0%,1972,1982,0,,,,,,,,,,
7,Betsy Nagelsen [USA],5,2,71.4%,3,2,1,66.7%,1973,1985,0,,,,,,,,,,
7,Billie Jean King [USA],0,7,0.0%,0,0,0,-,1972,1983,0,,,,,,,,,,
7,Pam Teeguarden [USA],1,6,14.3%,2,1,1,50.0%,1973,1978,0,,,,,,,,,,
7,Jackie Fayter [GBR],4,3,57.1%,0,0,0,-,1971,1978,0,,,,,,,,,,
7,Francoise Durr [FRA],0,7,0.0%,2,1,1,50.0%,1970,1977,0,,,,,,,,,,
