Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
4,Lucia Cortez Llorca [ESP],2,2,50.0%,0,0,0,-,2018,2024,0,,,,,,,,,,
4,Maria Jose Luque Moreno [ESP],1,3,25.0%,0,0,0,-,2015,2019,0,,,,,,,,,,
3,Olga Helmi [DEN],0,3,0.0%,0,0,0,-,2018,2022,0,,,,,,,,,,
3,Marina Bassols Ribera [ESP],0,3,0.0%,2,0,2,0.0%,2018,2021,0,,,,,,,,,,
3,Ines Murta [POR],1,2,33.3%,2,2,0,100.0%,2014,2019,0,,,,,,,,,,
3,Nuria Parrizas Diaz [ESP],2,1,66.7%,2,0,2,0.0%,2013,2019,0,,,,,,,,,,
3,Alix Collombon [FRA],1,2,33.3%,0,0,0,-,2011,2013,0,,,,,,,,,,
2,Nahia Berecoechea [FRA],1,1,50.0%,0,0,0,-,2023,2024,0,,,,,,,,,,
2,Jacqueline Cabaj Awad [SWE],0,2,0.0%,1,0,1,0.0%,2022,2024,0,,,,,,,,,,
2,Marina Benito [ESP],0,2,0.0%,1,1,0,100.0%,2018,2023,0,,,,,,,,,,
2,Ekaterina Ivanova [RUS],1,1,50.0%,1,0,1,0.0%,2013,2022,0,,,,,,,,,,
2,Tamara Kostic [AUT],2,0,100.0%,0,0,0,-,2021,2022,0,,,,,,,,,,
2,Elizabeth Jurna [EST],1,1,50.0%,0,0,0,-,2021,2022,0,,,,,,,,,,
2,Alba Rey Garcia [ESP],2,0,100.0%,0,0,0,-,2019,2022,0,,,,,,,,,,
2,Angelica Moratelli [ITA],0,2,0.0%,0,0,0,-,2020,2021,0,,,,,,,,,,
