Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,159,99,60,62.3%,212-128,62.4%,1640-1364,54.6%,11-15,42.3%,0,,,,,,,,,,,
Clay,202,133,69,65.8%,273-156,63.6%,2104-1603,56.8%,11-12,47.8%,0,,,,,,,,,,,
Grass,70,38,32,54.3%,77-65,54.2%,687-622,52.5%,11-6,64.7%,0,,,,,,,,,,,
Carpet,225,144,81,64.0%,287-178,61.7%,2267-1804,55.7%,18-22,45.0%,0,,,,,,,,,,,
Grand Slams,118,75,43,63.6%,160-100,61.5%,1297-1051,55.2%,10-9,52.6%,0,,,,,,,,,,,
Premiers,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,
Finals,30,9,21,30.0%,23-39,37.1%,253-289,46.7%,0-4,0.0%,0,,,,,,,,,,,
Semi-finals,59,28,31,47.5%,59-68,46.5%,555-585,48.7%,2-6,25.0%,0,,,,,,,,,,,
Quarter-finals,109,54,55,49.5%,109-114,48.9%,951-987,49.1%,10-12,45.5%,0,,,,,,,,,,,
vs Righties,359,197,162,54.9%,402-347,53.7%,3450-3195,51.9%,33-35,48.5%,0,,,,,,,,,,,
vs Lefties,43,25,18,58.1%,53-39,57.6%,416-378,52.4%,1-3,25.0%,0,,,,,,,,,,,
vs Top 10,51,4,47,7.8%,14-91,13.3%,286-596,32.4%,2-4,33.3%,0,,,,,,,,,,,
