Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1988 Roland Garros R16,L vs Bradtke,19.0%,46.7%,34.5%,54.4%,3.7%,4.3%,6.7%,2.9%,20.0%,1.2%,20.0%,-117,-118
1981 Roland Garros F,L vs Mandlikova,7.4%,60.0%,22.5%,58.6%,18.4%,42.9%,0.0%,4.2%,12.5%,0.8%,50.0%,3,-36
1981 Roland Garros SF,W vs Jaeger,15.1%,50.0%,38.8%,59.1%,11.3%,15.6%,0.0%,6.1%,11.1%,1.0%,0.0%,-44,-38
Career (3 matches),,14.2%,50.0%,32.8%,57.2%,9.0%,14.5%,4.8%,4.9%,13.6%,1.0%,18.2%,-62,-68
