Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1990,123,9,75,1758,57,1707,49,1721,,,,,,
1989,41,28,32,1864,29,1780,19,1851,42,1677,,,,
1988,17,43,16,1967,12,1893,17,1887,27,1749,,,,
1987,14,44,19,1921,16,1843,16,1871,19,1775,,,,
1986,50,16,23,1903,23,1802,15,1873,36,1715,,,,
1985,,,19,1961,18,1854,15,1891,24,1749,,,,
1984,17,,13,1975,13,1856,12,1874,23,1748,,,,
1983,,,12,2024,9,1847,12,1933,16,1802,,,,
1982,,,11,1999,10,1827,9,1919,23,1741,,,,
1981,,,7,2066,7,1902,6,1978,13,1789,,,,
1980,,,11,1954,12,1811,9,1856,19,1758,,,,
1979,,,14,1901,20,1685,10,1831,15,1768,,,,
1978,,,17,1832,52,1570,19,1721,15,1729,,,,
