Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 Gdynia R32,L vs Bara,71% (10/14),100% (10/10),7/9,71% (10/14),0% (0/10),3/9,0/0,0/1,0/0,0/0
2019 W25 Biella R32,W vs Muramatsu,60% (6/10),83% (5/6),1/2,40% (4/10),50% (2/4),3/4,1/1,0/0,0/0,0/0
2019 W25 Santa Margherita Di Pula R16,L vs Saez Larra,50% (6/12),50% (3/6),1/3,42% (5/12),20% (1/5),1/3,0/2,0/1,0/0,0/1
2019 W25 Santa Margherita Di Pula R32,W vs Bulgaru,73% (8/11),88% (7/8),2/5,60% (6/10),17% (1/6),2/5,0/0,0/0,0/0,0/0
2019 W25 Trnava R16,L vs Zarytska,14% (1/7),0% (0/1),0/4,83% (5/6),0% (0/5),0/0,0/0,0/1,0/0,0/0
2019 W25 Trnava R32,W vs Zlochova,56% (5/9),100% (5/5),1/1,18% (2/11),0% (0/2),3/3,1/1,0/0,1/1,0/0
2019 W60 Andrezieux Boutheon R32,L vs Diatchenko,44% (4/9),25% (1/4),1/3,63% (5/8),20% (1/5),0/1,0/0,0/1,0/0,0/0
2017 Ortisei $15K F,W vs Silich,63% (5/8),100% (5/5),1/1,38% (3/8),67% (2/3),3/4,1/2,0/0,1/1,0/0
2017 Ortisei $15K QF,W vs Zovincova,40% (4/10),75% (3/4),1/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2017 Ortisei $15K R16,W vs Remondina,88% (7/8),86% (6/7),0/1,14% (1/7),0% (0/1),3/4,0/0,0/0,0/0,0/0
2017 Ortisei $15K R32,W vs Mair,100% (7/7),100% (7/7),1/1,33% (2/6),50% (1/2),4/5,0/0,0/0,0/0,0/0
2017 Wirral $15K R32,W vs Mpukusa,75% (6/8),100% (6/6),2/2,25% (2/8),0% (0/2),4/5,1/1,0/0,1/1,0/0
2017 Santa Margherita Di Pula $25K R32,L vs Pella,54% (7/13),57% (4/7),3/6,62% (8/13),13% (1/8),3/4,1/1,0/1,0/0,0/1
2017 Santa Margherita Di Pula $25K QF,L vs Pieri,43% (6/14),100% (6/6),3/8,62% (8/13),0% (0/8),1/6,1/1,0/0,0/0,0/0
2017 Santa Margherita Di Pula $25K R32,W vs Spiteri,63% (5/8),100% (5/5),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2017 Trieste $15K F,L vs Caregaro,33% (4/12),100% (4/4),2/6,73% (8/11),25% (2/8),3/4,1/1,1/1,0/0,1/1
2017 Trieste $15K SF,W vs Ormaechea,54% (7/13),86% (6/7),0/3,50% (7/14),57% (4/7),6/6,2/4,0/0,1/1,0/0
2017 Trieste $15K R16,W vs Abbate,100% (7/7),86% (6/7),1/2,25% (2/8),0% (0/2),5/6,2/2,0/0,1/1,0/0
2017 Sezze $15K R16,W vs Samsonova,50% (4/8),100% (4/4),0/0,25% (2/8),100% (2/2),2/2,0/0,0/0,0/0,0/0
2017 Cuneo $15K F,L vs Colmegna,67% (10/15),70% (7/10),4/9,80% (12/15),17% (2/12),3/6,0/0,3/4,0/0,1/2
2021 (1 matches),,71.4%,100.0%,77.8%,71.4%,0.0%,33.3%,-,0.0%,-,-
2019 (6 matches),,51.7%,70.0%,33.3%,47.4%,18.5%,56.3%,50.0%,0.0%,100.0%,0.0%
2017 (18 matches),,63.2%,89.8%,48.9%,41.0%,30.9%,76.3%,78.9%,66.7%,87.5%,50.0%
2016 (2 matches),,62.5%,93.3%,58.3%,66.7%,25.0%,61.5%,66.7%,100.0%,100.0%,100.0%
2015 (1 matches),,66.7%,66.7%,0.0%,22.2%,50.0%,75.0%,66.7%,-,100.0%,-
Career (38 matches),,58.1%,84.9%,47.2%,47.0%,22.3%,68.6%,70.7%,40.0%,86.7%,33.3%
