Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2021 Gdynia R32,L vs Bara,8.6%,21.5%,40.2%,10.6%,27.3%,44.1%,18.9%,51.7%,50.0%,4.2%,8.3%,30.4%,0.0%,82.4%,66.7%,-76
Career (1 matches),,8.6%,21.5%,40.2%,10.6%,27.3%,44.1%,18.9%,51.7%,50.0%,4.2%,8.3%,30.4%,0.0%,82.4%,66.7%,-76
