Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),859,32,,,,,,,,,,,,
2025,691,56,,,,,,,,,,
2024,624,63,,,,,,,,,1640,3
2023,492,105,,,,,,,,,,
2022,617,52,341,1289,330,1265,314,1271,237,1296,,
2021,203,337,211,1476,251,1372,189,1452,,,,
2020,320,176,,,,,,,,,307,257
2019,416,105,,,,,,,,,299,247
2018,377,91,,,,,,,,,216,323
2017,579,44,,,,,,,,,544,75
2016,1196,4,,,,,,,,,,
2015,,,,,,,,,,,932,19
2014,,,,,,,,,,,857,20
2013,507,68,,,,,,,,,1008,16
2012,459,72,,,,,,,,,391,125
2011,458,80,,,,,,,,,830,26
2010,651,35,,,,,,,,,605,52
2009,308,134,,,,,,,,,,
2008,568,27,,,,,,,,,,
2007,443,41,,,,,,,,,,
2006,1022,6,,,,,,,,,,
2005,996,6,,,,,,,,,,
