Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,21,13,8,61.9%,10,4,6,40.0%,1993,2001,QF,20,1.12,7.5%,3.9%,60.5%,73.4%,43.4%,61.5%,43.1%,53.4%,46.1%
Roland Garros,10,Clay,38,28,10,73.7%,17,13,4,76.5%,1992,2001,F,38,1.12,6.0%,3.1%,59.8%,71.5%,49.0%,62.5%,42.1%,66.2%,40.5%
Wimbledon,9,Grass,18,9,9,50.0%,12,8,4,66.7%,1993,2001,R16,17,0.98,8.0%,5.0%,58.4%,76.8%,44.3%,63.3%,36.0%,63.0%,37.2%
US Open,7,Hard,20,13,7,65.0%,7,3,4,42.9%,1993,1999,QF,17,1.13,7.6%,4.7%,54.6%,80.1%,45.8%,64.5%,40.2%,57.8%,44.8%
Davis Cup,7,,23,19,4,82.6%,5,3,2,60.0%,1995,2001,,0,,,,,,,,,,
Monte Carlo Masters,9,Clay,22,14,8,63.6%,9,4,5,44.4%,1993,2001,W,22,1.07,3.9%,3.4%,59.4%,64.7%,48.1%,58.0%,44.8%,58.9%,43.2%
Miami Masters,8,Hard,22,14,8,63.6%,12,6,6,50.0%,1993,2001,QF,22,1.09,7.1%,4.8%,55.3%,72.4%,51.9%,63.2%,40.0%,61.7%,40.6%
Rome Masters,8,Clay,19,11,8,57.9%,3,1,2,33.3%,1993,2001,QF,19,1.05,5.3%,3.0%,63.4%,67.1%,52.8%,61.9%,39.9%,58.2%,43.3%
Barcelona,8,Clay,18,11,7,61.1%,9,3,6,33.3%,1993,2001,W,18,1.07,5.9%,3.1%,56.1%,68.4%,50.9%,60.7%,42.2%,56.8%,46.9%
Stuttgart Outdoor,8,Clay,18,11,7,61.1%,7,3,4,42.9%,1992,2000,W,18,1.08,6.7%,3.2%,54.4%,67.6%,53.2%,61.1%,42.1%,56.6%,40.0%
Munich,8,Clay,11,3,8,27.3%,4,1,3,25.0%,1991,2000,QF,11,1.00,6.0%,5.3%,59.7%,69.1%,49.7%,61.3%,38.9%,58.5%,38.6%
