Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1999 Roland Garros F,L vs Agassi,4.2,3.7,4.7,61.1%,33.3%,44.4%,41.9%,50.3%,14.7%,2.0,0.8,2.5,1.2
1999 Roland Garros SF,W vs Meligeni,4.5,3.8,5.2,52.1%,44.6%,45.5%,51.7%,54.4%,10.2%,5.5,2.3,4.5,2.2
1997 Hamburg F,W vs Mantilla,4.9,4.2,5.6,59.7%,54.8%,50.0%,76.2%,45.0%,9.1%,17.5,12.5,1.0,0.6
1997 Hamburg SF,W vs Kafelnikov,4.5,4.5,4.5,66.2%,48.1%,57.1%,46.2%,48.0%,21.2%,0.5,0.5,5.0,5.4
1995 Hamburg F,W vs Ivanisevic,5.2,5.5,4.9,60.3%,55.9%,75.0%,72.2%,40.6%,9.0%,8.5,7.5,16.0,9.9
1995 Hamburg SF,W vs Sampras,5.1,5.7,4.6,54.8%,51.0%,33.3%,66.7%,45.7%,9.8%,21.0,14.3,7.0,3.7
1994 Wimbledon R16,L vs Becker,3.2,4.0,2.4,51.8%,34.7%,55.6%,40.0%,41.6%,21.3%,11.5,7.1,21.5,11.4
1994 Hamburg F,W vs Kafelnikov,5.7,5.0,6.4,54.8%,48.2%,47.2%,50.0%,45.7%,30.4%,3.0,1.2,2.0,0.9
1994 Hamburg SF,W vs Sanchez,5.6,5.5,5.7,64.4%,52.9%,50.0%,58.8%,37.9%,14.0%,8.5,9.8,6.0,4.5
1994 Monte Carlo F,W vs Bruguera,5.6,5.4,5.8,50.8%,64.8%,57.7%,54.2%,44.6%,9.3%,18.0,10.9,8.0,3.9
1994 Monte Carlo SF,W vs Kafelnikov,5.9,4.7,7.0,61.2%,43.2%,48.1%,48.0%,37.3%,11.1%,5.0,3.5,-2.0,-0.9
1993 Tour Finals SF,L vs Sampras,3.0,3.5,2.4,40.7%,15.8%,28.6%,0.0%,44.3%,25.0%,2.0,5.9,-4.5,-14.5
1993 Paris F,L vs Ivanisevic,3.2,4.0,2.2,41.3%,47.2%,54.5%,30.0%,34.2%,4.7%,1.5,2.3,1.5,1.2
1993 Paris SF,W vs Boetsch,4.1,4.3,3.9,47.0%,54.4%,50.0%,46.2%,52.8%,8.6%,2.0,1.2,8.0,5.9
1993 Roland Garros SF,L vs Bruguera,4.9,4.3,5.6,44.3%,31.7%,50.0%,20.0%,49.7%,6.8%,-7.0,-5.4,-13.5,-10.1
1993 Roland Garros QF,W vs Edberg,3.7,4.2,3.4,50.4%,61.1%,56.0%,90.0%,47.5%,16.8%,12.0,7.2,2.0,1.3
1992 Paris R32,L vs Edberg,3.3,3.5,3.0,44.0%,57.1%,28.6%,0.0%,54.5%,11.5%,11.5,16.9,1.0,2.0
Career (17 matches),,4.4,4.4,4.5,52.8%,47.3%,49.7%,51.3%,45.8%,14.2%,7.2,5.1,3.9,2.5
