Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1999 Roland Garros F,L vs Agassi,74.6%,46.6%,5.1%,5/2,2.13,7.3%,76.2%,40.6%,4.8%,2.09,12.7%,81.3%,56.4%,6.3%,2.17,0.0%
1999 Roland Garros SF,W vs Meligeni,76.9%,49.0%,1.5%,2/0,2.48,14.6%,85.5%,47.7%,0.0%,2.52,21.7%,83.3%,51.4%,4.8%,2.38,0.0%
1997 Hamburg F,W vs Mantilla,88.1%,56.8%,0.0%,0/0,2.38,43.9%,92.2%,59.3%,0.0%,2.70,92.6%,78.9%,46.7%,0.0%,2.08,0.0%
1997 Hamburg SF,W vs Kafelnikov,77.0%,55.3%,1.6%,0/1,2.59,8.1%,79.5%,51.6%,0.0%,2.57,7.4%,94.1%,62.5%,5.9%,2.65,10.0%
1995 Hamburg F,W vs Ivanisevic,74.6%,62.3%,0.0%,0/0,1.91,14.9%,65.6%,61.9%,0.0%,1.93,25.9%,91.4%,62.5%,0.0%,1.90,0.0%
1995 Hamburg SF,W vs Sampras,83.6%,43.5%,0.0%,0/0,2.37,30.2%,84.4%,37.0%,0.0%,2.42,41.7%,88.4%,52.6%,0.0%,2.30,14.8%
1994 Wimbledon R16,L vs Becker,58.2%,45.3%,6.0%,8/4,2.44,51.7%,53.8%,35.7%,2.9%,2.09,48.6%,76.3%,54.1%,11.3%,2.79,54.8%
1994 Hamburg F,W vs Kafelnikov,81.7%,43.6%,1.7%,2/0,1.91,5.4%,81.4%,37.5%,3.4%,1.90,2.9%,93.9%,50.0%,0.0%,1.96,13.0%
1994 Hamburg SF,W vs Sanchez,80.8%,59.5%,0.0%,0/0,2.27,50.0%,80.6%,60.0%,0.0%,2.24,66.7%,89.5%,58.8%,0.0%,2.38,0.0%
1994 Monte Carlo F,W vs Bruguera,82.8%,55.6%,1.1%,1/0,1.85,12.5%,86.2%,48.0%,0.0%,1.85,16.4%,88.0%,72.7%,4.0%,1.85,0.0%
1994 Monte Carlo SF,W vs Kafelnikov,85.5%,49.3%,1.2%,1/0,2.41,10.9%,86.8%,50.0%,1.9%,2.30,0.0%,92.6%,48.0%,0.0%,2.65,35.3%
1993 Tour Finals SF,L vs Sampras,43.6%,17.6%,10.3%,2/2,1.71,63.6%,42.3%,27.3%,7.7%,1.65,47.1%,66.7%,0.0%,22.2%,1.78,81.3%
1993 Paris F,L vs Ivanisevic,42.2%,42.9%,10.8%,7/2,1.90,23.9%,24.5%,16.7%,2.0%,1.85,41.0%,79.3%,56.5%,27.6%,1.97,3.1%
1993 Paris SF,W vs Boetsch,73.5%,44.4%,1.0%,0/1,1.85,7.4%,71.7%,44.7%,1.9%,1.75,14.3%,81.0%,44.1%,0.0%,1.91,2.5%
1993 Roland Garros SF,L vs Bruguera,78.5%,29.4%,0.0%,0/0,1.86,24.2%,75.6%,25.8%,0.0%,1.74,53.3%,87.0%,35.0%,0.0%,1.97,0.0%
1993 Roland Garros QF,W vs Edberg,71.7%,53.5%,1.4%,2/0,1.87,44.0%,77.9%,46.7%,0.0%,1.85,39.5%,78.0%,64.1%,4.0%,1.89,48.8%
1992 Paris R32,L vs Edberg,67.2%,51.2%,3.3%,1/1,1.76,23.5%,55.8%,50.0%,2.3%,1.56,5.9%,94.4%,52.9%,5.6%,1.97,41.2%
Career (17 matches),,73.0%,48.4%,2.7%,70.5%,2.13,25.5%,72.9%,44.7%,1.6%,2.09,29.6%,84.3%,53.6%,5.0%,2.19,19.8%
