Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,10,5,5,50.0%,9-11,45.0%,89-102,46.6%,0-1,0.0%,10,57.3%,37.8%,3.1%,3.8%,62.0%,57.6%,42.4%,51.8%,44.1%,48.0%,0.91,QF (2x)
2024,6,2,4,33.3%,5-7,41.7%,59-57,50.9%,1-2,33.3%,2,50.0%,50.0%,3.4%,5.9%,43.2%,52.9%,49.3%,50.8%,49.2%,50.0%,1.00,R16 (2x)
2023,10,5,5,50.0%,11-11,50.0%,94-103,47.7%,0-0,-,0,,,,,,,,,,,,QF (W40 Kursumlijska Banja)
2022,5,1,4,20.0%,3-8,27.3%,43-61,41.3%,0-1,0.0%,3,51.5%,29.4%,1.4%,4.7%,62.1%,50.4%,48.1%,49.5%,40.5%,45.0%,0.80,R16 (W60 Arcadia CA)
2021,17,12,5,70.6%,25-16,61.0%,208-166,55.6%,2-3,40.0%,0,,,,,,,,,,,,F (W60 Stare Splavy)
2020,4,1,3,25.0%,3-6,33.3%,36-46,43.9%,0-2,0.0%,0,,,,,,,,,,,,R16 (W60 Cairo)
2019,8,5,3,62.5%,10-7,58.8%,91-72,55.8%,1-2,33.3%,7,71.6%,45.1%,1.9%,4.4%,63.2%,61.6%,53.8%,58.7%,48.2%,53.2%,1.17,SF (Bastad)
2017,7,4,3,57.1%,9-7,56.3%,77-63,55.0%,0-1,0.0%,0,,,,,,,,,,,,F (Manchester $100K)
2016,9,5,4,55.6%,11-10,52.4%,91-88,50.8%,1-0,100.0%,3,79.3%,35.7%,5.8%,4.0%,63.0%,69.7%,50.0%,62.4%,43.1%,52.2%,1.15,QF (2x)
2015,5,3,2,60.0%,6-4,60.0%,47-40,54.0%,1-0,100.0%,0,,,,,,,,,,,,QF (Trnava $100K)
2014,25,16,9,64.0%,35-26,57.4%,300-259,53.7%,4-3,57.1%,0,,,,,,,,,,,,W (Ankara 50K)
2013,36,26,10,72.2%,50-26,65.8%,391-303,56.3%,6-4,60.0%,0,,,,,,,,,,,,W (2x)
2012,37,24,13,64.9%,52-29,64.2%,404-325,55.4%,7-3,70.0%,0,,,,,,,,,,,,W (Lenzerheide 25K)
2011,21,9,12,42.9%,18-26,40.9%,179-206,46.5%,2-2,50.0%,0,,,,,,,,,,,,SF (Prague 100K)
2010,33,21,12,63.6%,47-28,62.7%,381-324,54.0%,5-1,83.3%,0,,,,,,,,,,,,W (2x)
2009,27,21,6,77.8%,44-16,73.3%,320-205,61.0%,0-2,0.0%,0,,,,,,,,,,,,W (2x)
2008,7,5,2,71.4%,10-5,66.7%,74-55,57.4%,1-0,100.0%,0,,,,,,,,,,,,W (Prokuplje 10K)
Career,267,165,102,61.8%,348-243,58.9%,2884-2475,53.8%,31-27,53.4%,25,62.6%,39.4%,2.9%,4.3%,61.0%,58.9%,47.6%,54.5%,45.1%,49.7%,0.99,
