Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 s Hertogenbosch QF,L vs Galfi,0.85,0.63,47.8,3.6,0.0%,57.1%,0.0%,62.5%,27.3%,32.3%
2022 US Open R32,L vs Samsonova,0.92,0.61,41.8,2.4,3.4%,44.8%,0.0%,55.6%,34.5%,32.1%
2022 US Open R64,W vs Krejcikova,1.15,1.27,57.0,5.1,6.7%,62.2%,0.0%,55.0%,41.0%,50.0%
2022 US Open R128,W vs Avanesyan,1.14,1.35,46.4,2.0,0.0%,57.6%,3.2%,51.6%,44.7%,63.9%
2022 Budapest F,L vs Pera,0.99,0.68,50.0,2.0,10.3%,48.3%,0.0%,53.6%,39.4%,28.1%
2022 Wimbledon R128,L vs Cirstea,0.90,0.81,64.0,2.4,4.9%,58.5%,0.0%,45.9%,41.5%,44.7%
2021 W60 Stare Splavy F,L vs Zheng,0.77,0.70,47.1,3.6,3.4%,55.2%,0.0%,55.6%,33.3%,48.5%
2021 Roland Garros R128,L vs Gauff,0.95,0.86,73.2,2.8,14.3%,55.4%,3.8%,60.4%,36.2%,40.0%
2019 Guangzhou R16,L vs Blinkova,0.95,0.75,50.1,2.1,0.0%,41.7%,0.0%,50.0%,40.0%,46.7%
2019 US Open R128,L vs Ostapenko,0.94,0.80,67.9,2.2,5.9%,44.1%,0.0%,45.2%,42.5%,51.4%
2019 Palermo R16,L vs Bertens,0.97,0.65,41.5,2.4,3.3%,43.3%,0.0%,39.3%,33.3%,45.8%
2019 Palermo R32,W vs Pieri,0.96,1.53,48.6,2.0,-,65.4%,-,68.0%,57.6%,48.4%
2019 Wimbledon R128,L vs Muchova,1.01,0.54,56.2,2.2,4.5%,56.8%,2.3%,54.5%,25.0%,22.2%
2019 S-Hertogenbosch R32,L vs Flipkens,0.90,0.75,50.7,2.4,-,64.1%,-,58.8%,40.0%,22.9%
2019 Roland Garros R64,L vs Tsurenko,1.02,1.01,96.7,1000.0,1.5%,50.8%,0.0%,51.7%,47.1%,50.0%
2019 Prague R32,L vs Korpatsch,0.87,0.41,37.0,2.0,0.0%,57.1%,7.4%,51.9%,20.0%,23.8%
2019 Miami R128,L vs Sorribes Tormo,0.91,0.75,43.9,2.0,4.8%,50.0%,0.0%,43.6%,43.9%,43.2%
2019 Indian Wells R128,L vs Anisimova,1.05,0.62,47.2,2.0,0.0%,42.4%,0.0%,53.1%,25.9%,36.4%
2019 Budapest R16,L vs Cirstea,0.83,0.73,52.3,2.2,0.0%,43.8%,0.0%,56.7%,48.6%,39.4%
2019 Budapest R32,W vs Korpatsch,1.06,1.49,49.7,2.0,0.0%,56.3%,0.0%,63.3%,53.3%,60.7%
2024 (1 matches),,0.85,0.63,47.8,3.6,0.0%,57.1%,0.0%,62.5%,27.3%,32.3%
2022 (5 matches),,1.02,0.94,52.8,2.5,5.1%,55.4%,0.6%,52.1%,40.6%,44.7%
2021 (2 matches),,0.89,0.81,63.2,3.1,10.6%,55.3%,2.5%,58.8%,34.9%,43.6%
2019 (17 matches),,0.98,0.87,57.8,2.7,2.1%,52.9%,0.8%,53.3%,41.5%,41.6%
2018 (41 matches),,1.02,0.98,55.3,2.7,3.6%,54.0%,1.5%,56.4%,43.0%,42.6%
Career (204 matches),,1.00,1.00,55.5,2.6,3.4%,56.4%,1.8%,55.7%,43.6%,44.0%
