Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 s Hertogenbosch QF,L vs Galfi,64.1%,43.9%,4.7%,3/0,2.42,19.2%,64.1%,36.0%,7.7%,2.26,27.8%,66.7%,56.3%,0.0%,2.79,0.0%
2022 Budapest F,L vs Pera,70.8%,41.3%,9.2%,2/4,3.01,2.5%,72.5%,37.9%,5.0%,2.84,5.0%,77.3%,47.1%,18.2%,3.19,0.0%
2021 ITF Stare Splavy F,L vs Zheng,62.3%,53.5%,2.9%,1/1,2.84,0.0%,54.8%,41.2%,6.5%,2.80,0.0%,78.8%,61.5%,0.0%,2.90,0.0%
2019 Guangzhou R16,L vs Blinkova,64.6%,50.0%,23.1%,6/9,2.47,1.8%,75.0%,52.8%,16.7%,2.28,2.8%,60.0%,33.3%,70.0%,2.84,0.0%
2019 Palermo R16,L vs Bertens,64.7%,48.5%,7.8%,2/2,2.06,0.0%,66.7%,44.4%,14.8%,2.18,0.0%,75.0%,53.3%,0.0%,1.86,0.0%
2019 Wimbledon R128,L vs Muchova,67.3%,35.1%,12.7%,2/5,2.67,23.2%,54.1%,40.0%,5.4%,2.51,35.9%,94.4%,29.4%,27.8%,2.89,6.7%
2019 Indian Wells R128,L vs Anisimova,65.3%,40.6%,22.4%,5/6,2.52,4.4%,71.0%,40.9%,19.4%,2.37,6.5%,62.5%,40.0%,31.3%,2.83,0.0%
2018 s Hertogenbosch F,W vs Flipkens,74.4%,57.8%,0.0%,0/0,2.45,62.7%,78.3%,57.4%,0.0%,2.38,71.9%,77.3%,58.8%,0.0%,2.60,42.3%
2018 Brisbane QF,L vs Sevastova,80.2%,47.7%,0.0%,0/0,2.51,6.3%,72.0%,36.1%,0.0%,2.54,11.1%,96.7%,62.1%,0.0%,2.47,0.0%
2018 Brisbane R32,W vs Witthoeft,76.5%,50.8%,4.7%,3/1,2.72,3.4%,80.0%,47.9%,3.3%,2.70,4.7%,81.0%,58.8%,9.5%,2.79,0.0%
2017 Guangzhou F,L vs Zhang,73.4%,53.4%,6.3%,2/3,2.89,1.4%,76.1%,45.7%,6.5%,2.95,2.2%,82.1%,65.2%,7.1%,2.79,0.0%
2017 Bastad QF,L vs Mertens,77.6%,51.1%,2.6%,2/1,2.31,7.5%,85.1%,47.6%,1.4%,2.26,11.6%,87.1%,59.3%,6.5%,2.40,0.0%
2017 Fed Cup RR,L vs Barty,69.7%,56.5%,3.0%,0/2,2.68,17.0%,64.4%,48.3%,2.2%,2.67,17.6%,89.5%,70.6%,5.3%,2.71,15.4%
2015 Linz R32,L vs Vinci,84.7%,56.9%,9.4%,7/1,2.38,56.5%,87.5%,53.1%,7.1%,2.52,64.9%,88.5%,65.2%,15.4%,2.17,44.0%
2015 Stanford R32,L vs Keys,47.9%,39.1%,20.8%,4/6,2.28,10.7%,46.2%,16.7%,11.5%,2.32,17.6%,57.9%,63.6%,36.8%,2.22,0.0%
2015 Birmingham R64,W vs Watson,59.2%,46.7%,0.0%,0/0,2.71,4.1%,57.8%,53.8%,0.0%,2.64,9.1%,70.4%,36.8%,0.0%,2.77,0.0%
2015 Shenzhen QF,L vs Halep,74.5%,41.5%,5.5%,1/2,2.54,2.4%,77.1%,40.7%,2.9%,2.54,4.8%,87.5%,42.9%,12.5%,2.55,0.0%
2014 Bucharest R16,L vs Halep,81.4%,50.0%,0.0%,0/0,2.55,2.4%,87.2%,38.2%,0.0%,2.42,3.8%,82.4%,78.6%,0.0%,2.77,0.0%
Career (18 matches),,71.1%,49.3%,6.6%,48.2%,2.56,15.1%,72.6%,45.4%,5.3%,2.50,19.8%,79.7%,56.3%,10.3%,2.65,7.2%
