Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,121,47,74,38.8%,110-163,40.3%,1138-1326,46.2%,9-10,47.4%,107,58.8%,30.6%,3.1%,3.9%,59.2%,60.8%,45.6%,54.6%,42.3%,48.4%,0.93
Clay,79,38,41,48.1%,85-90,48.6%,803-790,50.4%,4-5,44.4%,76,61.7%,40.5%,2.3%,3.4%,63.2%,59.2%,49.7%,55.7%,45.6%,50.5%,1.03
Grass,25,13,12,52.0%,29-29,50.0%,276-280,49.6%,6-6,50.0%,25,69.9%,28.0%,3.2%,2.6%,61.1%,63.2%,51.6%,58.7%,39.8%,49.4%,0.96
Grand Slams,38,14,24,36.8%,33-54,37.9%,389-446,46.6%,1-7,12.5%,37,57.0%,32.7%,3.5%,3.8%,57.5%,60.5%,47.0%,54.7%,42.2%,48.5%,0.93
Premiers,27,9,18,33.3%,20-39,33.9%,229-311,42.4%,3-1,75.0%,26,60.1%,24.5%,3.6%,3.1%,61.3%,61.2%,45.5%,55.1%,39.5%,47.3%,0.88
Internationals,130,64,66,49.2%,141-146,49.1%,1296-1291,50.1%,13-10,56.5%,120,64.4%,37.4%,2.7%,3.7%,61.4%,61.1%,48.9%,56.4%,44.3%,50.3%,1.02
Finals,4,2,2,50.0%,4-5,44.4%,41-43,48.8%,0-1,0.0%,4,60.5%,41.9%,1.8%,2.9%,63.3%,57.4%,47.1%,53.6%,46.8%,50.3%,1.01
Semi-finals,6,4,2,66.7%,8-6,57.1%,66-61,52.0%,2-0,100.0%,6,67.7%,34.9%,4.3%,3.4%,60.5%,61.0%,53.0%,57.8%,43.7%,50.7%,1.04
Quarter-finals,19,6,13,31.6%,15-26,36.6%,181-191,48.7%,0-1,0.0%,18,65.8%,36.4%,1.4%,2.6%,63.8%,59.6%,50.5%,56.3%,44.8%,50.3%,1.02
vs Righties,203,83,120,40.9%,192-263,42.2%,1964-2205,47.1%,18-19,48.6%,186,60.4%,33.1%,2.9%,3.6%,60.8%,60.2%,47.4%,55.2%,42.6%,48.9%,0.95
vs Lefties,12,5,7,41.7%,12-16,42.9%,120-127,48.6%,0-1,0.0%,12,64.6%,31.0%,2.8%,3.1%,61.9%,60.4%,48.4%,55.9%,43.5%,49.8%,0.99
vs Top 10,10,5,5,50.0%,9-14,39.1%,102-127,44.5%,3-1,75.0%,9,64.8%,19.4%,2.6%,4.2%,59.4%,65.9%,46.1%,57.8%,38.9%,48.3%,0.92
