Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Anastasija Sevastova [LAT],3,5,37.5%,0,0,0,-,2013,2018,7,0.85,1.3%,4.3%,56.4%,62.2%,44.3%,54.4%,38.8%,42.2%,25.0%
7,Aliaksandra Sasnovich [BLR],3,4,42.9%,3,2,1,66.7%,2012,2024,6,0.90,4.3%,5.3%,59.6%,61.6%,43.4%,54.3%,41.2%,55.1%,39.5%
7,Anna Karolina Schmiedlova [SVK],3,4,42.9%,3,1,2,33.3%,2012,2022,5,1.06,4.4%,3.8%,60.9%,56.9%,48.0%,53.4%,49.2%,45.5%,53.1%
7,Reka Luca Jani [HUN],6,1,85.7%,1,1,0,100.0%,2009,2022,3,1.10,2.9%,4.3%,63.8%,56.8%,45.3%,52.7%,52.3%,44.0%,51.4%
6,Kamilla Rakhimova [RUS],2,4,33.3%,0,0,0,-,2020,2024,5,0.92,3.3%,4.4%,58.4%,58.8%,46.0%,53.5%,42.6%,47.7%,56.7%
6,Olga Govortsova [BLR],5,1,83.3%,0,0,0,-,2016,2022,4,1.34,5.1%,2.3%,60.5%,69.7%,53.5%,63.3%,49.0%,58.8%,62.1%
6,Lesia Tsurenko [UKR],1,5,16.7%,1,1,0,100.0%,2010,2019,3,0.99,2.4%,4.4%,63.7%,56.9%,44.9%,52.5%,47.0%,57.4%,43.9%
5,Sorana Cirstea [ROU],1,4,20.0%,3,0,3,0.0%,2011,2022,4,0.87,1.3%,4.4%,56.7%,58.0%,44.2%,52.0%,41.8%,50.0%,48.3%
5,Kristyna Pliskova [CZE],2,3,40.0%,0,0,0,-,2013,2019,3,0.66,4.6%,4.6%,60.8%,66.7%,38.3%,55.6%,29.5%,47.6%,18.2%
5,Sara Sorribes Tormo [ESP],3,2,60.0%,0,0,0,-,2016,2019,5,1.05,0.5%,2.0%,71.9%,51.5%,45.6%,49.9%,52.6%,44.8%,47.1%
4,Dalma Galfi [HUN],1,3,25.0%,0,0,0,-,2022,2025,4,0.88,1.8%,4.6%,66.1%,56.2%,56.8%,56.4%,38.2%,57.6%,30.0%
4,Ana Bogdan [ROU],3,1,75.0%,1,1,0,100.0%,2019,2024,3,1.08,1.3%,2.0%,58.7%,68.2%,43.5%,58.0%,45.3%,57.1%,55.6%
4,Bernarda Pera [USA],1,3,25.0%,1,0,1,0.0%,2018,2024,4,0.93,3.7%,2.7%,56.2%,57.7%,45.0%,52.2%,44.5%,55.6%,45.5%
4,Barbora Krejcikova [CZE],3,1,75.0%,1,1,0,100.0%,2014,2022,2,1.30,4.5%,4.5%,56.8%,72.0%,52.6%,63.6%,47.1%,42.9%,69.2%
4,Petra Martic [CRO],2,2,50.0%,2,1,1,50.0%,2014,2022,3,1.17,1.4%,1.0%,66.2%,63.5%,64.3%,63.8%,42.4%,50.0%,64.7%
