Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),642,69,219,1538,225,1491,159,1552,,,8,6765,,
2025,468,115,200,1560,209,1506,148,1563,,,17,3784
2024,286,230,171,1579,183,1516,124,1584,120,1530,65,1339
2023,690,52,,,,,,,,,,
2022,115,555,104,1671,124,1586,76,1650,70,1596,,
2021,128,593,120,1663,124,1612,103,1620,75,1605,,
2020,231,282,,,,,,,,,64,1409
2019,163,367,152,1612,148,1567,128,1581,91,1591,36,1778
2018,55,985,65,1781,71,1712,63,1686,37,1712,66,1230
2017,54,1061,52,1798,52,1741,56,1706,38,1680,75,940
2016,144,419,98,1693,97,1647,99,1608,73,1614,48,1684
2015,108,592,89,1726,85,1676,104,1596,81,1598,96,764
2014,87,640,82,1742,75,1704,101,1618,125,1503,94,800
2013,151,422,150,1609,146,1569,162,1516,,,95,884
2012,165,414,162,1579,152,1543,151,1516,,,337,161
2011,223,267,178,1525,175,1493,163,1490,173,1416,560,71
2010,230,253,172,1555,149,1548,180,1472,,,366,150
2009,571,45,,,,,,,,,,
