Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,14,4,10,28.6%,1,1,0,100.0%,2012,2024,R64,12,0.80,3.7%,4.6%,50.2%,60.8%,44.0%,52.4%,38.0%,50.9%,42.1%
Roland Garros,11,Clay,22,12,10,54.5%,3,0,3,0.0%,2012,2024,R64,18,1.07,2.7%,2.4%,62.4%,59.8%,48.9%,55.7%,47.2%,51.3%,53.0%
Wimbledon,9,Grass,17,8,9,47.1%,5,1,4,20.0%,2011,2023,R32,10,0.84,4.0%,2.9%,60.7%,61.0%,45.2%,54.8%,37.9%,56.8%,37.3%
US Open,10,Hard,30,20,10,66.7%,4,2,2,50.0%,2011,2022,R16,26,1.05,4.4%,5.1%,54.3%,63.7%,48.0%,56.5%,45.6%,52.8%,48.0%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,0.80,1.9%,5.7%,54.7%,58.6%,45.8%,52.8%,37.7%,50.0%,33.3%
Fed Cup,7,,12,6,6,50.0%,2,1,1,50.0%,2011,2020,,7,1.02,2.4%,2.0%,61.0%,60.6%,53.0%,57.6%,43.3%,54.4%,43.1%
Doha,2,Hard,2,0,2,0.0%,0,0,0,-,2018,2026,R64,2,0.87,1.7%,1.7%,61.3%,68.5%,50.0%,61.3%,33.6%,64.3%,7.1%
Cleveland,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2022,2025,R32,2,0.68,3.7%,7.5%,56.5%,58.2%,38.6%,49.7%,34.4%,43.8%,42.9%
Cincinnati,5,Hard,8,3,5,37.5%,2,1,1,50.0%,2015,2025,R32,7,0.87,2.7%,3.9%,58.6%,58.1%,44.6%,52.5%,41.5%,45.8%,46.0%
Hamburg,2,Clay,5,3,2,60.0%,1,1,0,100.0%,2022,2025,R16,5,1.00,3.4%,4.6%,62.8%,61.1%,38.3%,52.6%,47.2%,57.7%,44.7%
Strasbourg,2,Clay,2,0,2,0.0%,0,0,0,-,2015,2025,R32,2,0.56,3.3%,4.3%,69.6%,37.5%,39.3%,38.0%,34.6%,38.1%,66.7%
Bogota,4,Clay,9,5,4,55.6%,0,0,0,-,2013,2025,QF,9,1.06,2.4%,6.5%,55.6%,62.8%,47.0%,55.8%,46.7%,54.7%,46.2%
