Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,3,0,3,0.0%,2-6,25.0%,24-44,35.3%,0-0,-,3,45.7%,24.2%,2.2%,4.8%,66.8%,52.9%,35.5%,47.2%,38.1%,42.8%,0.72,R32 (3x)
2024,9,2,7,22.2%,7-16,30.4%,92-126,42.2%,1-2,33.3%,9,56.2%,29.1%,2.2%,3.1%,61.7%,58.3%,45.6%,53.4%,40.7%,47.0%,0.87,QF (s Hertogenbosch)
2023,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,63.6%,18.2%,3.2%,6.3%,57.1%,69.4%,44.4%,58.7%,41.8%,49.3%,1.01,
2022,24,13,11,54.2%,29-25,53.7%,257-234,52.3%,1-4,20.0%,24,67.1%,38.8%,2.5%,3.7%,61.8%,61.2%,51.0%,57.3%,45.2%,51.2%,1.06,F (Budapest)
2021,12,6,6,50.0%,11-13,45.8%,120-113,51.5%,0-3,0.0%,12,71.6%,35.3%,3.2%,2.4%,56.6%,63.2%,51.8%,58.3%,43.6%,50.8%,1.04,SF (Cluj-Napoca 1)
2020,1,1,0,100.0%,2-1,66.7%,15-11,57.7%,0-0,-,1,76.9%,38.5%,2.6%,2.6%,42.3%,75.8%,53.3%,62.8%,44.4%,53.0%,1.20,
2019,22,6,16,27.3%,16-34,32.0%,202-263,43.4%,0-2,0.0%,22,56.5%,30.9%,1.9%,3.1%,62.7%,56.6%,47.3%,53.2%,41.1%,47.3%,0.88,R16 (3x)
2018,43,21,22,48.8%,44-53,45.4%,421-458,47.9%,5-3,62.5%,43,63.3%,32.3%,2.6%,3.2%,62.9%,60.8%,46.4%,55.5%,42.8%,49.1%,0.96,W (s-Hertogenbosch)
2017,34,20,14,58.8%,43-31,58.1%,349-303,53.5%,1-1,50.0%,34,64.6%,43.1%,3.4%,3.0%,63.9%,62.1%,48.6%,57.2%,46.9%,52.0%,1.10,W (Bol)
2016,18,5,13,27.8%,12-26,31.6%,152-191,44.3%,2-1,66.7%,18,55.7%,31.2%,2.1%,3.5%,63.5%,58.0%,47.1%,54.0%,42.7%,48.2%,0.93,QF (Rabat)
2015,34,15,19,44.1%,34-42,44.7%,318-354,47.3%,6-2,75.0%,23,53.0%,30.8%,4.2%,4.2%,56.8%,61.0%,47.9%,55.3%,39.5%,47.3%,0.88,QF (3x)
2014,11,5,6,45.5%,12-14,46.2%,113-125,47.5%,1-0,100.0%,9,-,-,4.4%,5.6%,56.3%,63.5%,46.0%,55.9%,40.7%,48.6%,0.92,R16 (3x)
2013,4,0,4,0.0%,3-8,27.3%,47-62,43.1%,1-1,50.0%,4,-,-,1.5%,5.2%,49.3%,58.6%,50.6%,54.5%,42.0%,48.1%,0.92,R32 (3x)
2012,4,2,2,50.0%,5-5,50.0%,48-51,48.5%,1-2,33.3%,3,-,-,1.9%,6.1%,47.6%,62.6%,40.1%,50.8%,50.5%,50.7%,1.03,QF (Baku)
2011,5,2,3,40.0%,4-6,40.0%,50-48,51.0%,0-0,-,2,-,-,8.7%,2.9%,63.8%,77.3%,68.0%,73.9%,54.3%,63.3%,2.08,R16 (2x)
Career,225,98,127,43.6%,224-282,44.3%,2217-2396,48.1%,19-21,47.5%,208,61.5%,34.3%,2.8%,3.6%,60.9%,60.5%,47.7%,55.5%,43.2%,49.3%,0.97,
