Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 s Hertogenbosch QF,L vs Galfi,15,17,0.9,11.5%,13.0%,15,14,1.1,12.4%,11.6%,9.1%,3.3%,1.4,22.1%,16.0%
2022 US Open R32,L vs Samsonova,12,27,0.4,10.6%,23.9%,11,23,0.5,10.5%,21.9%,5.7%,2.9%,1.0,18.6%,18.6%
2022 US Open R64,W vs Krejcikova,25,32,0.8,15.6%,20.0%,22,28,0.8,15.8%,20.1%,10.1%,3.6%,0.6,15.0%,23.8%
2022 US Open R128,W vs Avanesyan,17,20,0.9,12.3%,14.5%,16,18,0.9,12.8%,14.4%,8.8%,3.2%,0.8,15.2%,20.3%
2022 Budapest F,L vs Pera,19,27,0.7,15.6%,22.1%,16,24,0.7,14.4%,21.6%,8.1%,5.4%,1.4,17.2%,12.3%
2022 Wimbledon R128,L vs Cirstea,23,25,0.9,14.6%,15.9%,21,24,0.9,14.3%,16.3%,8.2%,6.1%,0.8,13.4%,17.2%
2021 W60 Stare Splavy F,L vs Zheng,18,20,0.9,14.4%,16.0%,17,19,0.9,15.0%,16.8%,9.7%,5.3%,0.8,16.8%,20.8%
2021 Roland Garros R128,L vs Gauff,26,37,0.7,12.9%,18.4%,26,37,0.7,14.7%,20.9%,,,0.7,8.5%,12.4%
2019 Guangzhou R16,L vs Blinkova,15,25,0.6,11.1%,18.5%,15,24,0.6,11.9%,19.0%,9.5%,2.4%,0.9,9.6%,10.4%
2019 US Open R128,L vs Ostapenko,14,24,0.6,9.9%,16.9%,12,20,0.6,9.9%,16.5%,5.0%,4.1%,0.8,20.4%,25.4%
2019 Palermo R16,L vs Bertens,12,28,0.4,11.0%,25.7%,11,24,0.5,11.5%,25.0%,8.3%,3.1%,0.8,16.5%,20.2%
2019 Wimbledon R128,L vs Muchova,15,33,0.5,10.6%,23.4%,12,29,0.4,9.2%,22.3%,7.7%,1.5%,1.3,23.4%,17.7%
2019 Roland Garros R64,L vs Tsurenko,29,60,0.5,11.2%,23.2%,29,60,0.5,11.8%,24.4%,,,0.6,11.6%,18.1%
2019 Roland Garros R128,W vs Saville,18,11,1.6,18.9%,11.6%,18,11,1.6,20.0%,12.2%,,,0.6,13.7%,23.2%
2019 Indian Wells R128,L vs Anisimova,12,24,0.5,10.5%,21.1%,11,22,0.5,10.3%,20.6%,8.4%,1.9%,1.2,21.9%,18.4%
2018 US Open R32,L vs Keys,14,21,0.7,9.2%,13.7%,11,17,0.6,7.9%,12.2%,5.8%,2.2%,1.4,28.1%,19.6%
2018 US Open R64,W vs Flipkens,11,10,1.1,12.5%,11.4%,9,9,1.0,11.0%,11.0%,8.5%,2.4%,0.4,14.8%,34.1%
2018 Wimbledon R128,L vs Brengle,29,44,0.7,19.9%,30.1%,28,41,0.7,20.7%,30.4%,12.6%,8.1%,0.7,11.0%,16.4%
2018 s-Hertogenbosch F,W vs Flipkens,32,26,1.2,17.4%,14.1%,31,25,1.2,17.6%,14.2%,9.7%,7.4%,1.0,14.1%,14.7%
2018 Brisbane QF,L vs Sevastova,17,30,0.6,12.2%,21.6%,16,29,0.6,12.5%,22.7%,10.2%,2.3%,0.8,15.1%,20.1%
Career (39 matches),,808,994,0.8,14.4%,17.7%,728,915,0.8,14.1%,17.7%,8.1%,4.1%,0.9,16.3%,18.6%
