Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,1.6%,3.3%,60.7%,54.1%,41.7%,49.2%,30.0%,40.5%,0.59,R32 (W75 Nonthaburi)
2025,34,16,18,47.1%,37-41,47.4%,355-364,49.4%,4-3,57.1%,34,57.9%,40.9%,0.2%,1.9%,73.6%,55.6%,46.2%,53.1%,46.2%,49.7%,0.99,F (W35 Mildura)
2024,29,13,16,44.8%,31-37,45.6%,297-304,49.4%,0-3,0.0%,0,,,,,,,,,,,,QF (4x)
2023,31,14,17,45.2%,32-39,45.1%,293-335,46.7%,4-4,50.0%,0,,,,,,,,,,,,QF (2x)
2022,46,22,24,47.8%,50-53,48.5%,453-466,49.3%,3-4,42.9%,0,,,,,,,,,,,,SF (W25 Canberra)
2021,22,4,18,18.2%,12-36,25.0%,175-256,40.6%,1-1,50.0%,0,,,,,,,,,,,,QF (W25 Pune)
2020,15,8,7,53.3%,16-19,45.7%,160-181,46.9%,1-4,20.0%,3,40.0%,59.5%,1.1%,1.1%,74.4%,47.0%,50.0%,47.7%,52.9%,50.2%,1.01,QF (2x)
2019,62,32,30,51.6%,72-70,50.7%,649-655,49.8%,6-6,50.0%,4,57.8%,36.4%,0.0%,4.7%,76.1%,57.5%,39.4%,53.2%,42.0%,47.8%,0.90,W (W25 Bhopal)
2018,29,10,19,34.5%,24-40,37.5%,267-324,45.2%,3-4,42.9%,0,,,,,,,,,,,,QF (2x)
2017,42,24,18,57.1%,55-42,56.7%,466-430,52.0%,5-3,62.5%,0,,,,,,,,,,,,F (Hua Hin $15K)
2016,21,12,9,57.1%,26-23,53.1%,224-215,51.0%,2-2,50.0%,0,,,,,,,,,,,,QF (5x)
2015,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-1,0.0%,0,,,,,,,,,,,,R32 (Fukuoka $50K)
2014,1,0,1,0.0%,1-2,33.3%,15-18,45.5%,0-0,-,0,,,,,,,,,,,,R32 (Kashiwa 10K)
Career,334,155,179,46.4%,356-406,46.7%,3364-3573,48.5%,29-35,45.3%,42,56.3%,41.3%,0.3%,2.1%,73.7%,55.0%,45.8%,52.6%,46.1%,49.4%,0.97,
