Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,238,112,126,47.1%,261-285,47.8%,2453-2553,49.0%,20-25,44.4%,28,55.4%,38.0%,0.3%,2.2%,72.4%,55.1%,44.5%,52.2%,45.0%,48.6%,0.94
Clay,63,25,38,39.7%,54-89,37.8%,566-712,44.3%,6-6,50.0%,6,50.7%,47.1%,0.6%,2.5%,76.6%,52.4%,46.0%,50.9%,47.4%,49.2%,0.97
Grass,11,7,4,63.6%,15-10,60.0%,120-103,53.8%,1-1,50.0%,8,64.6%,48.1%,0.2%,1.5%,75.5%,56.9%,50.7%,55.4%,49.2%,52.4%,1.10
Carpet,22,11,11,50.0%,26-22,54.2%,225-205,52.3%,2-3,40.0%,0,,,,,,,,,,,
Finals,3,1,2,33.3%,2-4,33.3%,25-32,43.9%,1-0,100.0%,1,33.3%,22.2%,0.0%,1.6%,75.4%,39.1%,53.3%,42.6%,38.2%,40.5%,0.67
Semi-finals,8,3,5,37.5%,7-11,38.9%,84-97,46.4%,2-1,66.7%,1,72.7%,40.0%,0.0%,0.0%,72.7%,60.4%,55.6%,59.1%,47.9%,53.3%,1.17
Quarter-finals,44,8,36,18.2%,27-76,26.2%,379-567,40.1%,4-7,36.4%,5,49.1%,37.3%,0.0%,2.7%,75.4%,53.1%,39.0%,49.6%,44.3%,47.1%,0.88
vs Righties,195,75,120,38.5%,181-268,40.3%,1896-2247,45.8%,18-25,41.9%,13,44.1%,46.5%,0.5%,2.3%,75.0%,49.3%,42.9%,47.7%,47.3%,47.5%,0.91
vs Lefties,19,10,9,52.6%,23-22,51.1%,188-207,47.6%,3-0,100.0%,1,60.0%,60.0%,0.0%,2.5%,75.3%,59.0%,40.0%,54.3%,53.0%,53.7%,1.16
