Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Australian Open R128,L vs Auger Aliassime,53.8%,54.3%,6.2%,6/2,2.27,8.0%,48.7%,50.0%,5.1%,2.02,12.3%,71.1%,59.4%,8.9%,2.63,0.0%
2022 Mouilleron CH F,L vs Sels,72.7%,45.0%,1.8%,1/0,2.29,39.5%,70.0%,46.4%,0.0%,2.03,77.8%,80.0%,41.7%,6.7%,2.53,5.0%
2021 Australian Open R128,L vs Medvedev,55.4%,41.5%,2.7%,1/1,-,0.0%,52.0%,42.3%,2.0%,-,0.0%,68.2%,40.0%,4.5%,-,0.0%
2020 Sofia F,L vs Sinner,58.7%,44.4%,6.5%,4/2,1.99,6.7%,53.3%,46.9%,5.0%,1.77,12.5%,81.5%,40.9%,11.1%,2.25,0.0%
2020 St Petersburg R32,L vs Rublev,63.6%,45.7%,1.8%,1/0,-,0.0%,53.3%,25.0%,3.3%,-,0.0%,82.6%,63.2%,0.0%,-,0.0%
2020 US Open R16,L vs De Minaur,56.5%,39.6%,4.7%,1/3,1.93,1.3%,63.3%,32.3%,2.0%,1.77,0.0%,60.7%,52.9%,10.7%,2.14,3.0%
2020 US Open R64,W vs Raonic,45.1%,46.7%,3.0%,1/3,2.01,0.0%,42.9%,41.0%,4.4%,2.04,0.0%,67.7%,57.1%,0.0%,1.98,0.0%
2020 Montpellier F,L vs Monfils,65.0%,42.3%,2.5%,0/2,1.95,28.2%,69.6%,33.3%,1.8%,1.74,44.0%,68.4%,69.2%,5.3%,2.27,0.0%
2020 Australian Open R128,L vs Karlovic,42.6%,37.5%,4.3%,3/1,1.96,83.3%,35.9%,26.1%,1.6%,1.54,92.3%,63.0%,52.9%,11.1%,2.48,72.7%
2019 Davis Cup Finals RR,W vs Opelka,34.6%,51.9%,6.4%,3/2,1.96,9.8%,23.1%,41.7%,5.8%,1.78,17.4%,68.2%,60.0%,9.1%,2.19,0.0%
2017 San Francisco CH SF,W vs Mmoh,70.0%,64.3%,5.0%,2/0,1.68,17.4%,75.0%,61.1%,4.2%,1.75,36.4%,76.9%,70.0%,7.7%,1.63,0.0%
2017 San Francisco CH QF,W vs Tiafoe,59.2%,72.4%,2.0%,1/0,2.12,22.7%,61.1%,72.7%,2.8%,1.90,36.4%,58.3%,71.4%,0.0%,2.32,9.1%
2017 Doha R32,L vs Verdasco,71.2%,40.5%,11.5%,1/5,-,2.7%,73.7%,42.9%,5.3%,-,6.3%,69.2%,33.3%,30.8%,-,0.0%
2015 Valencia SF,L vs Sousa,61.4%,34.3%,5.3%,2/1,2.37,5.3%,65.7%,43.5%,5.7%,2.22,11.1%,60.0%,16.7%,5.0%,2.50,0.0%
2015 Washington R32,W vs Young,58.0%,65.0%,4.3%,2/1,2.31,12.9%,57.8%,65.4%,4.4%,1.73,33.3%,63.6%,64.3%,4.5%,2.71,0.0%
2015 Miami R64,W vs Del Potro,53.4%,48.7%,0.0%,0/0,2.30,25.0%,52.5%,47.6%,0.0%,2.50,53.3%,69.2%,50.0%,0.0%,2.19,4.8%
2015 Rotterdam R32,W vs Kohlschreiber,52.1%,76.0%,6.3%,3/0,2.57,30.0%,38.7%,66.7%,6.5%,2.81,53.8%,81.3%,84.6%,6.3%,2.38,11.8%
2014 Paris R64,L vs Robredo,67.5%,49.4%,1.7%,0/2,2.19,98.1%,69.6%,49.1%,1.3%,1.85,100.0%,68.6%,50.0%,2.9%,2.54,96.3%
2014 Washington F,L vs Raonic,39.0%,31.3%,7.3%,1/2,2.17,8.6%,35.7%,20.0%,7.1%,2.32,11.1%,60.0%,50.0%,10.0%,2.00,5.9%
2014 Washington SF,W vs Gasquet,63.3%,46.8%,4.1%,1/3,2.21,39.7%,60.6%,47.5%,4.5%,2.21,47.1%,75.9%,45.5%,3.4%,2.22,33.3%
Career (24 matches),,56.6%,48.4%,4.4%,55.3%,2.13,23.6%,54.1%,45.5%,3.3%,1.98,29.7%,69.9%,53.1%,7.3%,2.27,17.3%
