Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,733,35,257,1495,243,1466,310,1380,,,1385,16,,
2023,437,100,174,1582,148,1556,,,150,1494,,,,
2022,98,570,109,1687,84,1667,,,108,1561,,,,
2021,133,524,79,1726,68,1704,,,85,1597,,,,
2020,61,1006,18,1878,17,1848,116,1579,,,,,,
2019,149,360,37,1832,30,1803,,,56,1664,446,90,,
2018,70,716,74,1735,61,1710,174,1508,73,1621,637,15,,
2017,108,545,102,1692,101,1649,,,71,1625,179,375,75,1657
2016,133,456,82,1733,71,1702,165,1518,68,1621,20,3590,18,1829
2015,39,1075,33,1844,31,1793,123,1587,39,1716,21,3560,7,1885
2014,53,830,51,1797,52,1750,139,1573,67,1629,14,3940,3,1884
2013,32,1219,60,1782,57,1734,132,1584,70,1631,89,854,55,1673
2012,125,454,164,1586,161,1536,257,1415,132,1517,304,214,,
2011,119,481,112,1672,98,1642,265,1400,133,1510,150,524,,
2010,339,129,389,1082,375,1092,366,1086,247,1205,153,451,,
2009,339,120,,,,,,,,,233,281,,
2008,1087,7,,,,,,,,,367,139,,
2007,1479,1,,,,,,,,,1111,12,,
