Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,245,117,128,47.8%,295-315,48.4%,3118-3130,49.9%,67-70,48.9%,232,83.5%,15.8%,11.9%,4.4%,57.6%,76.7%,50.4%,65.5%,33.5%,49.8%,0.97
Clay,20,1,19,5.0%,12-50,19.4%,244-367,39.9%,4-9,30.8%,16,66.7%,11.1%,7.3%,3.9%,59.4%,66.5%,45.6%,58.0%,30.6%,45.1%,0.73
Grass,48,19,29,39.6%,57-76,42.9%,649-691,48.4%,10-15,40.0%,48,84.2%,12.8%,12.7%,4.1%,60.2%,77.3%,49.9%,66.4%,32.1%,49.3%,0.96
Carpet,1,0,1,0.0%,1-2,33.3%,12-15,44.4%,0-0,-,0,,,,,,,,,,,
Grand Slams,51,18,33,35.3%,74-112,39.8%,875-976,47.3%,16-21,43.2%,50,80.9%,13.6%,12.0%,4.4%,58.9%,75.4%,48.3%,64.2%,31.5%,48.6%,0.88
Masters,71,27,44,38.0%,67-94,41.6%,806-886,47.6%,22-24,47.8%,71,79.9%,15.0%,10.4%,4.8%,56.5%,75.4%,48.7%,63.8%,33.1%,48.7%,0.91
Other Tours,163,77,86,47.2%,179-195,47.9%,1903-1895,50.1%,29-43,40.3%,162,84.5%,15.7%,12.0%,4.1%,58.3%,76.7%,51.5%,66.2%,33.8%,50.1%,1.00
Best of 5,68,27,41,39.7%,105-140,42.9%,1170-1275,47.9%,24-26,48.0%,55,80.9%,13.8%,12.0%,4.4%,58.7%,75.6%,48.5%,64.4%,31.9%,48.8%,0.90
Best of 3,246,110,136,44.7%,260-303,46.2%,2853-2928,49.4%,57-68,45.6%,241,83.2%,15.4%,11.6%,4.3%,57.9%,76.3%,50.5%,65.5%,33.5%,49.6%,0.97
Finals,3,0,3,0.0%,1-6,14.3%,29-41,41.4%,0-1,0.0%,3,77.1%,5.9%,10.0%,3.8%,63.6%,78.2%,39.5%,64.1%,30.0%,46.9%,0.84
Semi-finals,8,3,5,37.5%,9-12,42.9%,108-107,50.2%,2-3,40.0%,8,84.7%,15.6%,12.4%,4.9%,53.3%,75.3%,53.2%,65.0%,35.5%,49.9%,1.02
Quarter-finals,22,8,14,36.4%,16-31,34.0%,225-249,47.5%,3-4,42.9%,22,81.4%,14.5%,11.2%,4.5%,57.7%,73.5%,52.4%,64.6%,33.3%,49.0%,0.94
vs Righties,284,127,157,44.7%,335-396,45.8%,3636-3788,49.0%,73-80,47.7%,267,82.4%,15.2%,11.6%,4.3%,58.1%,76.0%,50.0%,65.1%,33.2%,49.4%,0.95
vs Lefties,28,9,19,32.1%,27-44,38.0%,358-390,47.9%,7-14,33.3%,28,84.5%,11.8%,12.9%,4.4%,58.6%,77.4%,50.1%,66.1%,31.3%,49.1%,0.92
vs Top 10,43,7,36,16.3%,21-84,20.0%,435-610,41.6%,3-10,23.1%,39,73.5%,11.6%,9.8%,4.5%,57.2%,72.0%,44.0%,60.0%,30.9%,46.1%,0.77
